"Eff_Date","Course_ID","Offer_Nbr","Contact_Hours_YN","Contact_Hours","Restriction_YN","Restriction","Avail_NAWD","Quota_YN","Quota","Pre-Requisite_YN","Pre-Requisite","Co-Requisite_YN","Co-Requisite","Assumed_Knowl_YN","Assumed_Knowl","Incompatible_YN","Incompatible","Assessment_YN","Assessment","Biennial_Course_YN","Biennial_Course"
"01/01/2017","105762","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Planning and Teaching","Y","Available to B Teaching students only","N","N","","Y","Pass in 6 courses of History","N","","N","","N","","N","","N",""
"01/01/2017","105763","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Assessment and Reporting","Y","Available to B Teaching students only","N","N","","Y","Pass in 6 courses of History","N","","N","","N","","N","","N",""
"01/01/2017","105764","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Planning and Teaching","Y","Available to B Teaching students only","N","N","","Y","Pass in 6 courses of Indonesian language","N","","N","","N","","N","","N",""
"01/01/2017","105765","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Assessment and Reporting","Y","Available to B Teaching students only","N","N","","Y","Pass in 6 courses of Indonesian language","N","","N","","N","","N","","N",""
"01/01/2017","105766","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Planning and Teaching","Y","Available to B Teaching students only","N","N","","Y","Pass in 6 courses of Computer Science","N","","N","","N","","Y","Essay, unit of work, online tasks, designing pracs & investigations","N",""
"01/01/2017","105767","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Assessment and Reporting","Y","Available to B Teaching students only","N","N","","Y","Pass in 6 courses of Computer Science","N","","N","","N","","Y","Essay, unit of work, online tasks, designing pracs & investigations","N",""
"01/01/2017","105768","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Planning and Teaching","Y","Available to B Teaching students only","N","N","","Y","Degree in Music, or a pass in Level III Music course, recognised instrumental qualifications","Y","Must enrol in EDUC 4514A","N","","N","","N","","N",""
"01/01/2017","105769","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Assessment and Reporting","Y","Available to B Teaching students only","N","N","","Y","Degree in Music, or a pass in Level III Music course, recognised instrumental qualifications","Y","Must enrol in EDUC 4514B","N","","N","","N","","N",""
"01/01/2017","105770","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Planning and Teaching","Y","Available to B Teaching students only","N","N","","Y","Pass in 6 courses of Italian language","N","","N","","N","","N","","N",""
"01/01/2017","105771","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Assessment and Reporting","Y","Available to B Teaching students only","N","N","","Y","Pass in 6 courses of Italian language","N","","N","","N","","N","","N",""
"01/01/2017","105772","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Planning and Teaching","Y","Available to B Teaching students only","N","N","","Y","Pass in 6 courses of Japanese language","N","","N","","N","","N","","N",""
"01/01/2017","105773","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Assessment and Reporting","Y","Available to B Teaching students only","N","N","","Y","Pass in 6 courses of Japanese language","N","","N","","N","","N","","N",""
"01/01/2017","105774","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Planning and Teaching","Y","Available to B Teaching students only","N","N","","Y","Pass in four courses in Mathematics including Mathematics IA + 1B or equivalent","N","","N","","N","","N","","N",""
"01/01/2017","105775","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Assessment and Reporting","Y","Available to B Teaching students only","N","N","","Y","Pass in four courses in Mathematics including Mathematics IA + 1B or equivalent","N","","N","","N","","N","","N",""
"01/01/2017","105776","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Planning and Teaching","Y","Available to B Teaching students only","N","N","","Y","Pass in four courses of Science over a range of Science topics","N","","N","","N","","Y","essay, unit of work, online tasks, designing pracs & investigations","N",""
"01/01/2017","105777","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Assessment and Reporting","Y","Available to B Teaching students only","N","N","","Y","Pass in four courses of Science over a range of science topics","N","","N","","N","","Y","essay, unit of work, online tasks, designing pracs & investigations","N",""
"01/01/2017","105780","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Planning and Teaching","Y","Available to B Teaching students only","N","N","","Y","Pass in 6 courses of Physics","N","","N","","N","","Y","essay, unit of work, online tasks, designing pracs & investigations","N",""
"01/01/2017","105781","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Assessment and Reporting","Y","Available to B Teaching students only","N","N","","Y","Pass in 6 courses of Physics","N","","N","","N","","Y","Essay, unit of work, online tasks, designing pracs & investigations","N",""
"01/01/2017","105782","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Planning and Teaching","Y","Available to B Teaching students only","N","N","","Y","Pass in 6 courses of English literature","N","","N","","N","","N","","N",""
"01/01/2017","105783","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Assessment and Reporting","Y","Available to B Teaching students only","N","N","","Y","Pass in 6 courses of English literature","N","","N","","N","","N","","N",""
"01/01/2017","105784","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Planning and Teaching","Y","Available to B Teaching students only","N","N","","Y","Pass in 6 courses of Mathematics","N","","N","","N","","N","","N",""
"01/01/2017","105785","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Assessment and Reporting","Y","Available to B Teaching students only","N","N","","Y","Pass in 6 courses of Mathematics","N","","N","","N","","N","","N",""
"01/01/2017","105786","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Planning and Teaching","Y","Available to B Teaching students only","N","N","","N","","N","","N","","N","","N","","N",""
"01/01/2017","105787","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Assessment and Reporting","Y","Available to B Teaching students only","N","N","","N","","N","","N","","N","","N","","N",""
"01/01/2017","105788","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Planning and Teaching","Y","Available to B Teaching students only","N","N","","Y","Pass in 6 courses of Spanish language","N","","N","","N","","N","","N",""
"01/01/2017","105789","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Assessment and Reporting","Y","Available to B Teaching students only","N","N","","Y","Pass in 6 courses of Spanish language","N","","N","","N","","N","","N",""
"01/01/2017","105790","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Planning and Teaching","Y","Available to B Teaching students only","N","N","","Y","Pass in 6 courses of an appropriate Language","N","","N","","N","","N","","N",""
"01/01/2017","105791","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Assessment and Reporting","Y","Available to B Teaching students only","N","N","","Y","Pass in 6 courses of an appropriate Language","N","","N","","N","","N","","N",""
"01/01/2017","105792","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Planning and Teaching","Y","Available to B Teaching students only","N","N","","Y","Pass in 6 courses of Vietnamese language","N","","N","","N","","N","","N",""
"01/01/2017","105793","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Assessment and Reporting","Y","Available to B Teaching students only","N","N","","Y","Pass in 6 courses of Vietnamese language","N","","N","","N","","N","","N",""
"01/01/2017","105794","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Planning and Teaching","Y","Available to B Teaching students only","N","N","","Y","Pass in 6 courses of Modern Greek language","N","","N","","N","","N","","N",""
"01/01/2017","105795","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Assessment and Reporting","Y","Available to B Teaching students only","N","N","","Y","Pass in 6 courses of Modern Greek language","N","","N","","N","","N","","N",""
"01/01/2017","105800","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Planning and Teaching","Y","Available to B Teaching students only","N","N","","Y","Major in Psychology or equivalent","N","","N","","N","","Y","Practical assignments & essays","N",""
"01/01/2017","105801","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Assessment and Reporting","Y","Available to B Teaching students only","N","N","","Y","Major in Psychology or equivalent","N","","N","","N","","Y","practical assignments & essays","N",""
"01/01/2017","105802","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Planning and Teaching","Y","Available to B Teaching students only","CHK","N","","Y","None","N","","N","","Y","EDUC 4517A","N","","N",""
"01/01/2017","105803","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Assessment and Reporting","Y","Available to B Teaching students only","N","N","","Y","None","N","","N","","Y","EDUC 4517B","N","","N",""
"01/01/2017","105804","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Planning and Teaching","Y","Available to GradDipEd students only","N","N","","Y","Pass in 6 courses of Accounting","N","","N","","N","","N","","N",""
"01/01/2017","105805","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Assessment and Reporting","Y","Available to GradDipEd students only","N","N","","Y","Pass in 6 courses of Accounting","N","","N","","N","","N","","N",""
"01/01/2017","105808","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Planning and Teaching","Y","Available to GradDipEd students only","N","N","","Y","Pass in 6 courses of Biological Science","N","","N","","N","","Y","Essay, unit of work, online tasks, designing pracs & investigations","N",""
"01/01/2017","105809","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Assessment and Reporting","Y","Available to GradDipEd students only","N","N","","Y","Pass in 6 courses of Biological Science","N","","N","","N","","Y","Essay, unit of work, online tasks, designing pracs & investigations","N",""
"01/01/2017","105810","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Planning and Teaching","Y","Available to GradDipEd students only","N","N","","Y","Pass in 6 courses of Business Studies","N","","N","","N","","N","","N",""
"01/01/2017","105811","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Assessment and Reporting","Y","Available to GradDipEd students only","N","N","","Y","Pass in 6 courses of Business Studies","N","","N","","N","","N","","N",""
"01/01/2017","105812","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Planning and Teaching","Y","Available to GradDipEd students only","N","N","","Y","Pass in 6 courses of Chemistry","N","","N","","N","","Y","Essay, unit of work, online tasks, designing pracs & investigations","N",""
"01/01/2017","105813","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Assessment and Reporting","Y","Available to GradDipEd students only","N","N","","Y","Pass in 6 courses of Chemistry","N","","N","","N","","Y","Essay, unit of work, online tasks, designing pracs & investigations","N",""
"01/01/2017","105814","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Planning and Teaching","Y","Available to GradDipEd students only","N","N","","Y","Pass in 6 courses of Chinese language","N","","N","","N","","N","","N",""
"01/01/2017","105815","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Assessment and Reporting","Y","Available to GradDipEd students only","N","N","","Y","Pass in 6 courses of Chinese language","N","","N","","N","","N","","N",""
"01/01/2017","105816","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Planning and Teaching","Y","Available to GradDipEd students only","N","N","","Y","Degree in Music or a pass in 6 courses of Music","N","","N","","N","","N","","N",""
"01/01/2017","105817","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Assessment and Reporting","Y","Available to GradDipEd students only","N","N","","Y","Degree in Music or a pass in 6 courses of Music","N","","N","","N","","N","","N",""
"01/01/2017","105818","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Planning and Teaching","Y","Available to GradDipEd students only","N","N","","Y","Pass in 6 courses of Economics","N","","N","","N","","N","","N",""
"01/01/2017","105819","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Assessment and Reporting","Y","Available to GradDipEd students only","N","N","","Y","Pass in 6 courses of Economics","N","","N","","N","","N","","N",""
"01/01/2017","105820","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Planning and Teaching","Y","Available to GradDipEd students only","N","N","","Y","Pass in four courses of Linguistics","N","","Y","High level of English literacy competency - Linguistics must have been in English","N","","N","","N",""
"01/01/2017","105821","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Assessment and Reporting","Y","Available to GradDipEd students only","N","N","","Y","Pass in four courses of Linguistics","N","","Y","High level of English literacy competency - Linguistics study must have been  in English","N","","N","","N",""
"01/01/2017","105822","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Planning and Teaching","Y","Available to students approved by Head of School or the Program Coordinator","N","N","","Y","Pass in 6 courses as approved by Head of School or Program Coordinator.","N","","N","","Y","EDUC 6509A, EDUC 6543A","N","","N",""
"01/01/2017","105823","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Assessment and Reporting","Y","Available to students approved by Head of School or the Program Coordinator","N","N","","Y","Pass in 6 courses as approved by Head of School or Program Coordinator.","N","","N","","Y","EDUC 6509B, EDUC 6543B","N","","N",""
"01/01/2017","105824","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Planning and Teaching","Y","Available to GradDipEd students only","N","N","","Y","Pass in 6 courses of French language","N","","N","","N","","N","","N",""
"01/01/2017","105825","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Assessment and Reporting","Y","Available to GradDipEd students only","N","N","","Y","Pass in 6 courses of French language","N","","N","","N","","N","","N",""
"01/01/2017","105826","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Planning and Teaching","Y","Available to GradDipEd students only","N","N","","Y","Pass in 4 courses of English literature","N","","N","","N","","N","","N",""
"01/01/2017","105827","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Assessment and Reporting","Y","Available to GradDipEd students only","N","N","","Y","Pass in 4 courses of English literature","N","","N","","N","","N","","N",""
"01/01/2017","105828","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Planning and Teaching","Y","Available to GradDipEd students only","N","N","","Y","Pass in 6 courses of Geography","N","","N","","N","","N","","N",""
"01/01/2017","105829","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Assessment and Reporting","Y","Available to GradDipEd students only","N","N","","Y","Pass in 6 courses of Geography","N","","N","","N","","N","","N",""
"01/01/2017","105830","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Planning and Teaching","Y","Available to GradDipEd students only","N","N","","Y","Pass  in 6 courses of German language","N","","N","","N","","N","","N",""
"01/01/2017","105831","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Assessment and Reporting","Y","Available to GradDipEd students only","N","N","","Y","Pass  in 6 courses of German language","N","","N","","N","","N","","N",""
"01/01/2017","105832","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Planning and Teaching","Y","Available to GradDipEd students only","N","N","","Y","Pass in 6 courses of History","N","","N","","N","","N","","N",""
"01/01/2017","105833","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Assessment and Reporting","Y","Available to GradDipEd students only","N","N","","Y","Pass in 6 courses of History","N","","N","","N","","N","","N",""
"01/01/2017","105834","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Planning and Teaching","Y","Available to GradDipEd students only","N","N","","Y","Pass in 6 courses of Indonesian language","N","","N","","N","","N","","N",""
"01/01/2017","105835","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Assessment and Reporting","Y","Available to GradDipEd students only","N","N","","Y","Pass in 6 courses of Indonesian language","N","","N","","N","","N","","N",""
"01/01/2017","105836","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Planning and Teaching","Y","Available to GradDipEd students only","N","N","","Y","Pass in 6 courses of Computer Science","N","","N","","N","","Y","Essay, unit of work, online tasks, designing pracs & investigations","N",""
"01/01/2017","105837","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Assessment and Reporting","Y","Available to GradDipEd students only","N","N","","Y","Pass in 6 courses of Computer Science","N","","N","","N","","Y","Essay, unit of work, online tasks, designing pracs & investigations","N",""
"01/01/2017","105838","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Planning and Teaching","Y","Available to GradDipEd students only","N","N","","Y","Degree in Music, or a pass in Level III Music course, plus recognised instrumental qualifications","Y","Must enrol in EDUC 6514A","N","","N","","N","","N",""
"01/01/2017","105839","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Assessment and Reporting","Y","Available to GradDipEd students only","N","N","","Y","Degree in Music, or a pass in Level III music course, plus recognised instrumental qualifications","Y","Must enrol in EDUC 6514B","N","","N","","N","","N",""
"01/01/2017","105845","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Planning and Teaching","Y","Available to GradDipEd students only","N","N","","Y","Pass in 6 courses of Italian language","N","","N","","N","","N","","N",""
"01/01/2017","105847","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Assessment and Reporting","Y","Available to GradDipEd students only","N","N","","Y","Pass in 6 courses of Italian language","N","","N","","N","","N","","N",""
"01/01/2017","105848","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Planning and Teaching","Y","Available to GradDipEd students only","N","N","","Y","Pass in 6 courses of Japanese language","N","","N","","N","","N","","N",""
"01/01/2017","105849","1","Y","2 hours per week, in addition to a 2 hour common lecture focussing on Assessment and Reporting","Y","Available to GradDipEd students only","N","N","","Y","Pass in 6 courses of Japanese language","N","","N","","N","","N","","N",""
"01/01/2017","105861","1","Y","Up to 3 hours per week","N","","Y","N","","Y","At least 12 units of level 1 undergraduate study","N","","N","","N","","Y","1200-1500 word research proposal (25%), 2500 word essay (45%), 1500 word critical reflective journal (20%), workshop participation (10%)","N",""
"01/01/2017","105865","1","Y","Up to 3 hours per week","N","","Y","N","","Y","Native or near native Chinese language proficiency (including Chinese dialects) or successful completion of CHIN 3212 Chinese IIISB or equivalent","N","","Y","Completion of junior secondary school in China or Chinese-speaking countries or regions or equivalent, with native or near native Chinese language proficiency (including Chinese dialects)","Y","CHIN 3006","Y","written test (25%), group assignment and presentation (30%), final exam (35%), participation (10%)","N",""
"01/01/2017","105866","1","Y","Up to 3 hours per week","N","","Y","N","","Y","At least 12 units of Level I undergraduate study","N","","N","","N","","Y","Research Essay (2500 word) 50%, Group debate or Critical review (2000 word) 30%, Quiz 20%","N",""
"01/01/2017","105872","1","Y","Up to 6 hours per week","Y","Not suitable for BCompSc, BCompGr or BEng(Software Engineering) students","Y","N","","N","","N","","N","","Y","APP MATHS 1000, APP MATHS 2005, APP MATHS 2106, CHEM ENG 1002, CHEM ENG 1008, COMP SCI 1012, COMP SCI 1101,COMP SCI 2202, COMP SCI 2202B, ENG 2002, MECH ENG 1100, MECH ENG 1101, MECH ENG 1102, MECH ENG 1103, MECH ENG 1104, MECH ENG 1105","Y","Written exam, assignments","N",""
"01/01/2017","105872","2","N","","N","","N","N","","N","","N","","N","","N","","N","","N",""
"01/01/2017","105873","1","Y","Up to 6 hours per week","Y","Not suitable for BCompSc, BCompGr or BEng(Software Engineering) students","Y","N","","Y","COMP SCI 1009 or COMP SCI 1202","N","","N","","Y","COMP SCI 1103, COMP SCI 2004, COMP SCI 2103, COMP SCI 2202, COMP SCI 2202B","Y","written exam, assignments","N",""
"01/01/2017","105873","2","N","","N","","N","N","","Y","COMP SCI 1009 or COMP SCI 1202","Y","COMP SCI 1103, COMP SCI 2004","N","","N","","N","","N",""
"01/01/2017","105874","1","Y","Up to 6 hours per week","Y","Not suitable for BCompSc, BCompGr or BEng(Software Engineering) students","Y","N","","Y","One of COMP SCI 1008, COMP SCI 1201, MECH ENG 1100, MECH ENG 1101, MECH ENG 1102, MECH ENG 1103, MECH ENG 1104 or MECH ENG 1105","N","","N","","Y","COMP SCI 1009, COMP SCI 1102, COMP SCI 2202, COMP SCI 2202B","Y","Written exam, assignments","N",""
"01/01/2017","105874","2","N","","N","","N","N","","Y","COMP SCI 1201","N","","N","","Y","COMP SCI 1009, COMP SCI 1102","N","","N",""
"01/01/2017","105875","1","Y","Up to 6 hours per week","Y","Available to B Eng (Software Engineering) and other non-Engineering degree students only","Y","N","","Y","COMP SCI 1009, COMP SCI 1102 or COMP SCI 1202","N","","N","","Y","COMP SCI 1203, COMP SCI 2103, COMP SCI 2202, COMP SCI 2202B","Y","Written exam, assignments","N",""
"01/01/2017","105875","2","N","","N","","N","N","","N","","N","","N","","N","","N","","N",""
"01/01/2017","105876","1","Y","Up to 6 hours per week","Y","Available to B Eng (Software Engineering) and other non-Engineering degree students only","Y","N","","Y","SACE Stage 2 Mathematical Studies or equivalent","N","","N","","Y","COMP SCI 1008, COMP SCI 1201, COMP SCI 2202, COMP SCI 2202b, COMP SCI 1104","Y","Written exam, assignments","N",""
"01/01/2017","105876","2","N","","N","","N","N","","N","","N","","N","","N","","N","","N",""
"01/01/2017","105877","1","Y","Up to 6 hours per week","N","","Y","N","","Y","SACE Stage 2 Mathematical Studies or equivalent","N","","Y","COMP SCI 1101","Y","COMP SCI 1009, COMP SCI 1202, COMP SCI 2202, COMP SCI 2202B","Y","Written exam, assignments","N",""
"01/01/2017","105877","2","Y","Up to 6 hours per week","N","","N","N","","N","","N","","Y","COMP SCI 1101","Y","COMP SCI 1009, COMP SCI 1202","Y","Written exam, assignments","N",""
"01/01/2017","105878","1","Y","Up to 4 hours per week","N","","Y","N","","N","","N","","Y","Basic probability as taught in MATHS 2103 & some familiarity with programming in MATLAB","Y","COMP SCI 3016","N","","N",""
"01/01/2017","105879","1","Y","Up to 2 hours per week","N","","Y","N","","N","","N","","Y","COMP SCI 3001","N","","Y","Written exam and/or assignments","N",""
"01/01/2017","105880","1","Y","Up to 2 hours per week","N","","Y","N","","N","","N","","N","","N","","Y","Written exams and/or assignments","N",""
"01/01/2017","105882","1","Y","Up to 2 hrs per week","N","","Y","N","","N","","N","","Y","At least one of C, Fortran or Java, & code presented in any of these languages; COMP SCI 3009, COMP SCI 3012","N","","Y","Written exam and/or assignments","N",""
"01/01/2017","105883","1","N","","N","","N","N","","Y","COMP SCI 4011A","N","","N","","Y","COMP SCI 4001, COMP SCI 4002, COMP SCI 4003","Y","Compulsory group project and/or research project","N",""
"01/01/2017","105884","1","Y","Up to 3 hours per week","Y","Available to BE Software Engineering students only","N","N","","N","","N","","N","","Y","COMP SCI 4001, COMP SCI 4002, COMP SCI 4003","Y","Compulsory group project and/or research project","N",""
"01/01/2017","105885","1","Y","Up to 2 hours per week","N","","Y","N","","N","","N","","N","","N","","Y","Written exam and/or assignments","N",""
"01/01/2017","105886","1","Y","Up to 2 hours per week","N","","Y","N","","N","","N","","Y","Java, program design, discrete Mathematics","N","","Y","written exam and/or assignments","N",""
"01/01/2017","105887","1","N","","Y","Available to BE Software Engineering students only","N","N","","Y","COMP SCI 4003A","N","","N","","Y","COMP SCI 4001, COMP SCI 4002, COMP SCI 4011","Y","Compulsory group project","N",""
"01/01/2017","105888","1","Y","Up to 3 hours per week","Y","Available to BE Software Engineering students only","N","N","","N","","N","","N","","Y","COMP SCI 4001, COMP SCI 4002, COMP SCI 4011","Y","Compulsory group project","N",""
"01/01/2017","105889","1","Y","Up to 3 hours per week","Y","Available to BE Software Engineering students only","N","N","","N","","N","","N","","Y","COMP SCI 3015, COMP SCI 3303","Y","Written exam and compulsory group project","N",""
"01/01/2017","105890","1","Y","Up to 1 hour per week","Y","Available to BE Software Engineering students only","N","N","","Y","COMP SCI 3017","N","","N","","Y","COMP SCI 3015, COMP SCI 3304","Y","Compulsory group project, research report","N",""
"01/01/2017","105891","1","Y","Up to 3 hours per week, 4 laboratory sessions and 6-8 for the design project.","N","","Y","N","","N","","N","","N","","N","","Y","exam 50%, assignments/laboratories/design project 50%","N",""
"01/01/2017","105892","1","Y","Up to 3 hours per week plus directed study","N","","Y","N","","N","","N","","N","","N","","Y","may include assignments and/or exam -  details provided at beginning of semester","N",""
"01/01/2017","105893","1","Y","Up to 4 hours per week","N","","Y","N","","N","","N","","Y","Undergraduate Strength of Materials","N","","Y","may include assignments, design project report, final exam and quizzes - details at beginning of semester.","N",""
"01/01/2017","105894","1","Y","Up to 4 hours per week","N","","Y","N","","N","","N","","Y","Undergraduate Strength of Materials","N","","Y","Assignments, exam, design project","N",""
"01/01/2017","105895","1","Y","Up to 4 hours per week","N","","N","N","","N","","N","","N","","N","","Y","Exams, quizzes, assignments, group projects","N",""
"01/01/2017","105896","1","Y","up to 4 hours per week","N","","Y","N","","N","","N","","N","","N","","Y","Quiz 1 (20%); Quiz 2 (20%); Tutorials (20%); Exam (40%)","N",""
"01/01/2017","105897","1","Y","up to 4 hours per week","N","","Y","N","","N","","N","","N","","N","","Y","Quiz 20%, Final Exam 40%, Laboratory Report 15% and Assignments 25%","N",""
"01/01/2017","105899","1","Y","Up to 4 hours per week","N","","Y","N","","N","","N","","N","","N","","Y","Quiz (20%), Design Project (20%), FTM (20%), Final Exam (40%)","N",""
"01/01/2017","105900","1","Y","Up to 4 hours per week","N","","Y","N","","N","","N","","N","","N","","Y","Quizzes 40%; Case Study 15%; Share Market Game 15%; Role Play Exercise 15%; Management Game 15%","N",""
"01/01/2017","105901","1","Y","Up to 4 hours per week","N","","Y","N","","N","","N","","N","","N","","Y","exams and assignments","N",""
"01/01/2017","105902","1","Y","Up to 4 hours per week","N","","Y","N","","N","","N","","N","","N","","Y","Exams 60%, coursework 40%","N",""
"01/01/2017","105903","1","Y","Up to 4 hours per week","N","","Y","N","","N","","N","","N","","N","","Y","Online quizzes (10%), design projects/tutes (40%) exam (50%)","N",""
"01/01/2017","105905","1","Y","Up to 4 hours per week","N","","Y","N","","N","","N","","Y","MINING 3073 or MINING 7073","N","","Y","Project report, final presentation, progress interviews","N",""
"01/01/2017","105907","1","Y","Up to 4 hours per week","N","","N","N","","N","","N","","N","","N","","Y","exam (25%), major project (25%), final exam (50%)","N",""
"01/01/2017","105908","1","Y","Up to 4 hours per week","N","","Y","N","","N","","N","","N","","N","","Y","Metal project 50%; Coal project 50%","N",""
"01/01/2017","105909","1","Y","Up to 4 hours per week","N","","N","N","","N","","N","","N","","N","","Y","Metal project 50%; Coal project 50%","N",""
"01/01/2017","105910","1","Y","Up to 4 hrs per week","N","","N","N","","N","","N","","Y","C&ENVENG 3029, C&ENVENG 3079, C&ENVENG 3077, ECON 3018, ENV BIOL 2005","N","","Y","assignments, quizzes, and a major design project (exact weightings to be advised).","N",""
"01/01/2017","105913","1","Y","Online","Y","Available to M.NursSc students only","N","N","","N","","N","","N","","N","","Y","Online quiz, learning journal, clinical audit proposal, portfolio of activities","N",""
"01/01/2017","105914","1","Y","Online","Y","Available to M.NursSc students only","N","N","","N","","N","","N","","N","","Y","Online quiz, portfolio of activities","N",""
"01/01/2017","105915","1","Y","Online","Y","Available to M.NursSc and M.Clin Nurs students only","N","N","","N","","N","","N","","N","","Y","Quizzes, critique of research papers","N",""
"01/01/2017","105916","1","Y","Up to 4 hours per week plus 2 practicals","N","","N","N","","N","","N","","Y","MECH ENG 2021","N","","Y","Assignment 30%, Final Exam 70%","N",""
"01/01/2017","105917","1","Y","Up to 4 hours per week","N","","N","N","","N","","N","","Y","MECH ENG 1100, MECH ENG 2021 (Matlab coding and fluid mechanics)","N","","Y","Assignments, Project , Final Exam","N",""
"01/01/2017","105918","1","Y","Up to 3 hours per week","N","","Y","N","","Y","MATHS 2100 or MATHS 2101 or MATHS 2202","N","","Y","MATHS 2101 or MATHS 2202","N","","Y","assessment 30%, exam 70%","N",""
"01/01/2017","105919","1","Y","Up to 3 hours per week","N","","Y","N","","Y","MATHS 2100 0r MATHS 2101 or MATHS 2202","N","","Y","MATHS 2101 or MATHS 2202","N","","Y","ongoing assessment 30%, exam 70%","N",""
"01/01/2017","105920","1","N","","N","","N","N","","N","","N","","N","","N","","Y","Written report or thesis","N",""
"01/01/2017","105921","1","N","","N","","N","N","","N","","N","","N","","N","","Y","Written report or thesis","N",""
"01/01/2017","105922","1","N","","N","","N","N","","N","","N","","N","","N","","Y","Written report or thesis","N",""
"01/01/2017","105923","1","N","","N","","N","N","","N","","N","","N","","N","","Y","Written report or thesis","N",""
