"Term","Course_ID","Offer_Nbr","Class_Nbr","Section","Enrl_Stat","Class_Stat","Assoc","Session","Auto_Enrol","Auto_Enr_2","Class_Type","Cap_Enrl","Tot_Enrl","Comb_Sects_ID","Combined_Sect_Cap_Enrl","Combined_Sect_Tot_Enrl"
"3720","108756","1","21636","LE01","Open","Active","10","1","","","Enrolment","60","13","","",""
"3720","103474","1","25538","01NT","Open","Active","1","1","","","Enrolment","20","0","","",""
"3710","107034","1","18966","LE01","Open","Active","10","1","","","Enrolment","150","14","","",""
"3710","108233","1","18604","RSL0","Open","Active","10","1","","","Enrolment","50","0","","",""
"3744","109141","1","42487","LE01","Open","Active","10","1","","","Enrolment","25","3","","",""
"3720","103456","1","25533","TRF","Open","Active","1","1","","","Enrolment","100","0","","",""
"3710","106031","1","14734","LE01","Open","Active","10","1","","","Enrolment","240","130","","",""
"3720","100549","1","25427","THE","Open","Active","1","1","","","Enrolment","100","73","","",""
"3742","108865","1","40217","LE01","Open","Active","10","1","TU01","","Enrolment","10","4","","",""
"3710","104596","1","18422","LEC0","Open","Active","10","1","","","Enrolment","200","132","","",""
"3710","102701","3","15627","01BR","Open","Active","1","1","","","Enrolment","100","27","","",""
"3720","105985","1","25335","LE01","Open","Active","10","FM1","","","Enrolment","20","5","","",""
"3720","108431","1","26170","01WT","Open","Active","1","FY2","","","Enrolment","20","0","","",""
"3710","105410","1","11031","LE01","Open","Active","10","1","","","Enrolment","57","45","","",""
"3720","107807","1","22460","LE01","Open","Active","10","1","","","Enrolment","20","0","","",""
"3720","108282","1","22036","LE01","Open","Active","10","1","","","Enrolment","10","1","","",""
"3720","107435","1","24290","TU08","Closed","Tentative","10","1","","","Enrolment","22","0","","",""
"3720","103132","1","23555","LE01","Open","Active","10","1","","","Enrolment","54","52","","",""
"3710","100732","1","15571","TRF","Open","Active","1","1","","","Enrolment","100","0","","",""
"3736","108556","1","33192","PJ01","Closed","Stop Enrl","10","1","","","Enrolment","10","0","","",""
"3720","106871","1","23260","SE01","Closed","Active","10","1","","","Enrolment","30","30","","",""
"3720","105362","1","25655","01WT","Open","Active","1","1","","","Enrolment","10","0","","",""
"3720","107964","1","26033","01NT","Open","Active","1","1","","","Enrolment","35","0","","",""
"3710","108713","1","14357","TU10","Open","Active","10","1","","","Enrolment","23","21","","",""
"3705","105412","1","92168","01NT","Open","Active","1","1","","","Enrolment","10","7","","",""
"3742","108862","1","40199","LE01","Open","Active","10","1","TU01","","Enrolment","10","7","","",""
"3739","108544","1","36033","SE01","Closed","Active","10","1","","","Enrolment","25","25","","",""
"3720","019786","1","22972","TU05","Open","Active","10","1","","","Enrolment","22","21","","",""
"3710","105439","1","19028","SG09","Open","Active","19","1","TU09","","Enrolment","24","22","","",""
"3720","102490","1","24557","LE01","Open","Active","10","1","","","Enrolment","35","14","","",""
"3720","104277","1","21968","LE01","Open","Active","10","1","","","Enrolment","230","163","","",""
"3710","105877","1","11927","SG04","Open","Active","14","1","LE01","TU04","Enrolment","24","23","","",""
"3742","105776","1","40210","LE02","Open","Active","10","1","TU01","","Enrolment","5","1","","",""
"3710","108520","1","19161","THE","Open","Active","1","RTX","","","Enrolment","100","1","","",""
"3744","108866","1","42208","LE01","Open","Active","10","1","TU01","","Enrolment","10","4","","",""
"3710","108773","1","16450","TRF","Open","Active","1","1","","","Enrolment","100","0","","",""
"3742","104847","2","40316","01NA","Open","Active","1","1","","","Enrolment","15","9","","",""
"3710","104241","1","14059","TU08","Open","Active","10","1","","","Enrolment","30","28","","",""
"3720","102891","1","23465","LE01","Open","Active","10","1","","","Enrolment","20","1","","",""
"3710","108325","1","18897","01NT","Open","Active","1","1","","","Enrolment","10","1","","",""
"3720","108366","1","23737","WR11","Open","Active","21","1","LE01","","Enrolment","26","22","","",""
"3710","103648","1","12831","LE01","Open","Active","10","1","","","Enrolment","35","14","","",""
"3710","104244","1","14186","TU20","Open","Active","10","1","","","Enrolment","18","15","","",""
"3710","107887","1","16150","TRF","Open","Active","1","1","","","Enrolment","100","0","","",""
"3710","013241","1","10072","CB13","Closed","Active","10","FY1","LE01","","Enrolment","10","10","","",""
"3720","104232","1","24383","WR05","Closed","Active","10","1","","","Enrolment","20","20","","",""
"3733","108539","1","30019","SE01","Open","Active","10","1","","","Enrolment","35","16","","",""
"3710","106107","1","18403","LE01","Open","Active","10","1","","","Enrolment","50","23","","",""
"3720","109038","1","21385","SE04","Closed","Active","10","1","LE01","","Enrolment","50","50","","",""
"3720","105012","1","20791","SE06","Closed","Active","15","1","","","Enrolment","33","33","","",""
"3720","108460","1","26199","01WT","Open","Active","1","FM1","","","Enrolment","20","0","","",""
"3720","007669","1","23456","WR01","Open","Active","10","1","","","Enrolment","14","9","","",""
"3746","108908","1","44101","PL01","Open","Active","10","1","","","Enrolment","120","46","","",""
"3720","102234","1","24362","TU05","Closed","Tentative","10","1","","","Enrolment","22","0","","",""
"3720","109034","1","23437","TU03","Open","Active","10","1","LE01","","Enrolment","6","5","","",""
"3739","108542","1","36032","SE01","Closed","Active","10","1","","","Enrolment","35","35","","",""
"3720","106884","1","20756","LE01","Open","Active","10","1","","","Enrolment","15","0","","",""
"3742","105808","1","40019","LE02","Open","Active","10","1","TU01","","Enrolment","30","3","","",""
"3733","105423","1","30082","01NT","Open","Active","1","1","","","Enrolment","50","0","","",""
"3710","108235","1","15120","RS09","Open","Active","10","1","","","Enrolment","20","0","","",""
"3720","105613","1","25688","01NA","Open","Active","1","1","","","Enrolment","45","11","","",""
"3720","106984","1","25269","LE01","Closed","Active","10","1","","","Enrolment","0","0","","",""
"3720","105011","1","20774","SE02","Closed","Active","10","1","","","Enrolment","30","30","","",""
"3720","102361","1","25494","01NT","Open","Active","1","1","","","Enrolment","35","3","","",""
"3720","105902","1","20311","LE01","Open","Active","10","1","","","Enrolment","45","32","","",""
"3720","104414","1","23166","LE01","Open","Active","10","1","","","Enrolment","230","165","","",""
"3710","107431","1","14915","TU11","Closed","Active","10","1","","","Enrolment","23","23","","",""
"3710","106545","1","15909","01NT","Open","Active","1","1","","","Enrolment","10","0","","",""
"3720","105418","1","25664","THE","Open","Active","1","1","","","Enrolment","100","0","","",""
"3720","104829","1","21637","LE01","Open","Active","10","1","","","Enrolment","80","73","","",""
"3720","102453","1","25498","THE","Open","Active","1","1","","","Enrolment","100","1","","",""
"3744","105747","1","42047","LE01","Open","Active","10","1","TU01","","Enrolment","5","0","","",""
"3710","013617","1","13141","TU08","Open","Active","10","1","","","Enrolment","20","8","","",""
"3720","100463","1","25419","01NT","Open","Active","1","FY2","","","Enrolment","170","147","","",""
"3720","108745","1","21758","LE01","Open","Active","10","1","","","Enrolment","20","0","","",""
"3710","006107","1","12380","LE01","Open","Active","10","1","","","Enrolment","10","3","","",""
"3742","006410","2","40309","01NA","Open","Active","1","1","","","Enrolment","30","3","","",""
"3720","106270","1","25329","LE01","Closed","Active","10","1","","","Enrolment","0","0","","",""
"3736","109152","1","33221","SE01","Open","Active","10","1","","","Enrolment","15","1","","",""
"3720","102960","1","21640","LE01","Open","Active","10","1","PR01","TU01","Enrolment","40","38","","",""
"3710","104091","1","15735","01NT","Open","Active","1","FM2","","","Enrolment","10","1","","",""
"3710","107776","1","12551","LE01","Open","Active","10","1","","","Enrolment","20","0","","",""
"3720","109034","1","23439","TU01","Open","Active","10","1","LE01","","Enrolment","6","4","","",""
"3710","103495","1","15670","01NT","Open","Active","1","1","","","Enrolment","25","16","","",""
"3710","104233","1","14473","TU01","Closed","Cancelled","10","1","","","Enrolment","5","0","","",""
"3742","108543","3","40337","01OL","Closed","Cancelled","1","COL","","","Enrolment","50","0","","",""
"3744","106034","1","42307","01NT","Open","Active","1","1","","","Enrolment","25","0","","",""
"3710","108675","1","14425","TU01","Open","Active","10","1","","","Enrolment","26","25","","",""
"3736","104257","2","33068","01NA","Open","Active","1","1","","","Enrolment","30","21","","",""
"3720","108711","1","20233","TU01","Closed","Active","10","1","","","Enrolment","25","25","","",""
"3710","104943","1","10727","SE08","Open","Active","10","1","","","Enrolment","25","23","","",""
"3748","107365","1","46048","01NA","Open","Active","1","HY2","","","Enrolment","40","11","","",""
"3710","105311","1","15771","TRF","Open","Active","1","1","","","Enrolment","100","0","","",""
"3710","107028","1","11856","PR01","Closed","Active","10","1","LE01","","Enrolment","38","38","","",""
"3710","104436","1","10915","LE01","Closed","ToBeCancel","10","1","","","Enrolment","216","187","","",""
"3720","108974","1","20342","LE01","Open","Active","10","1","","","Enrolment","50","42","","",""
"3710","103259","1","14412","TU02","Open","Active","10","1","","","Enrolment","32","31","","",""
"3720","105056","1","23491","SE02","Closed","Tentative","10","1","","","Enrolment","30","0","","",""
"3710","107979","1","16186","01NT","Open","Active","1","1","","","Enrolment","35","1","","",""
"3720","108750","1","20244","TU03","Open","Active","10","FY2","PL01","","Enrolment","15","8","","",""
"3710","106523","1","11881","TU01","Open","Active","10","1","LE01","SE01","Enrolment","25","24","","",""
"3739","104900","2","36089","01NA","Open","Active","1","1","","","Enrolment","20","9","","",""
"3744","108532","2","42319","01NA","Open","Active","1","1","","","Enrolment","20","13","","",""
"3710","107832","1","16125","01NT","Open","Active","1","FY1","","","Enrolment","2","0","","",""
"3739","108543","1","36035","SE01","Open","Active","10","1","","","Enrolment","35","14","","",""
"3710","103386","1","14616","LE01","Open","Active","10","FY1","","","Enrolment","35","34","","",""
"3710","108235","1","14377","RS03","Open","Active","10","1","","","Enrolment","20","1","","",""
"3720","006362","1","22598","TU04","Open","Active","10","1","","","Enrolment","30","12","","",""
"3710","103259","1","14408","TU06","Closed","Active","10","1","","","Enrolment","32","32","","",""
"3720","104721","1","22094","SE01","Open","Active","10","1","","","Enrolment","60","50","","",""
"3720","104831","1","20846","LE01","Open","Active","10","1","","","Enrolment","90","78","","",""
"3710","107840","1","16126","TRF","Open","Active","1","1","","","Enrolment","100","0","","",""
"3710","108237","1","15124","RS10","Open","Active","10","1","","","Enrolment","20","0","","",""
"3710","106151","1","14706","SE21","Closed","ToBeCancel","10","1","","","Enrolment","30","0","","",""
"3710","105439","1","19075","SG10","Open","Active","20","1","TU10","","Enrolment","24","15","","",""
"3720","106093","1","25734","01NT","Open","Active","1","1","","","Enrolment","20","10","","",""
"3744","105827","1","42076","LE02","Open","Active","10","1","TU01","","Enrolment","10","1","","",""
"3710","108716","2","16438","01OL","Open","Active","1","1","","","Enrolment","50","7","","",""
"3720","005672","2","24988","LE01","Open","Active","10","1","","","Enrolment","50","12","","",""
"3720","102331","1","24101","TU07","Open","Active","10","1","","","Enrolment","20","14","","",""
"3710","106513","1","11454","LE01","Open","Active","10","1","PR01","","Enrolment","70","57","","",""
"3705","009786","2","92138","TU07","Closed","Active","10","1","","","Enrolment","20","20","","",""
"3720","105500","1","25680","01NT","Open","Active","1","1","","","Enrolment","20","11","","",""
"3710","105877","2","18644","SG03","Open","Active","10","1","LE01","","Enrolment","5","4","","",""
"3710","102331","1","14174","TU11","Open","Active","10","1","","","Enrolment","18","16","","",""
"3720","103972","1","23019","TU04","Open","Active","10","1","","","Enrolment","30","14","","",""
"3720","108366","2","21458","WR04","Open","Active","10","1","LE01","","Enrolment","11","9","","",""
"3720","107306","1","20335","LE01","Open","Active","10","1","PB01","TU01","Enrolment","40","37","","",""
"3710","107591","1","12543","LE01","Open","Active","10","1","","","Enrolment","130","96","","",""
"3720","108491","1","23964","TU01","Open","Active","10","1","LE01","PR01","Enrolment","60","41","","",""
"3710","100657","1","15566","THE","Open","Active","1","1","","","Enrolment","100","0","","",""
"3720","106944","1","24829","LE01","Open","Active","10","1","","","Enrolment","120","96","","",""
"3720","107961","1","26030","01NT","Open","Active","1","1","","","Enrolment","35","0","","",""
"3736","102248","1","33048","TU04","Open","Active","10","1","","","Enrolment","20","17","","",""
"3710","105597","1","10190","TU06","Closed","Tentative","10","1","LE01","WR01","Enrolment","8","0","","",""
"3720","104233","1","24374","TU03","Closed","Active","10","1","","","Enrolment","25","25","","",""
"3720","106751","1","22634","SU01","Closed","Active","10","1","","","Enrolment","3","3","","",""
"3710","107874","1","16145","01NT","Closed","Active","1","1","","","Enrolment","0","15","","",""
"3720","108348","1","26125","01NT","Open","Active","1","FM1","","","Enrolment","25","1","","",""
"3720","107436","1","20607","TU22","Closed","Active","10","1","","","Enrolment","25","25","","",""
"3720","108674","1","24320","TU08","Open","Active","10","1","","","Enrolment","22","18","","",""
"3720","108252","1","23226","WR01","Open","Active","10","1","","","Enrolment","30","18","","",""
"3720","108598","1","26271","01NT","Open","Active","1","1","","","Enrolment","20","0","","",""
"3720","107806","1","28883","SE01","Closed","Stop Enrl","10","1","","","Enrolment","1","1","","",""
"3733","105421","2","30080","01NA","Open","Active","1","1","","","Enrolment","5","1","","",""
"3710","107625","1","14848","SE01","Open","Active","10","1","","","Enrolment","20","2","","",""
"3720","003762","1","20134","CL01","Closed","Active","10","FY2","","","Enrolment","40","40","","",""
"3720","001110","1","28278","LE01","Open","Active","10","1","","","Enrolment","30","28","","",""
"3710","108028","1","16200","THE","Open","Active","1","1","","","Enrolment","100","0","","",""
"3710","013643","2","18432","LE01","Open","Active","10","1","","","Enrolment","30","1","","",""
"3720","108234","1","25108","RS12","Open","Active","10","1","","","Enrolment","20","1","","",""
"3710","104229","1","14500","TU04","Closed","Active","10","1","","","Enrolment","20","20","","",""
"3710","102245","1","14343","TU01","Closed","Active","10","1","","","Enrolment","25","25","","",""
"3710","107027","1","13321","TU02","Open","Active","10","1","LE01","","Enrolment","77","65","","",""
"3742","108917","2","40344","01NA","Open","Active","1","1","","","Enrolment","50","14","","",""
"3710","105506","1","15361","TU04","Open","Active","10","1","","","Enrolment","24","22","","",""
"3720","108470","1","26209","01NT","Open","Active","1","FM1","","","Enrolment","20","0","","",""
"3744","108893","1","42064","LE02","Open","Active","10","1","TU01","","Enrolment","10","2","","",""
"3710","104244","1","14194","TU12","Closed","Cancelled","10","1","","","Enrolment","18","0","","",""
"3720","108365","1","21697","LE01","Open","Active","10","1","FL01","PR01","Enrolment","42","10","","",""
"3710","106325","1","12205","SE01","Open","Active","10","1","","","Enrolment","30","6","","",""
"3720","105311","1","25643","THE","Open","Active","1","1","","","Enrolment","100","0","","",""
"3710","105101","1","18878","SE02","Open","Active","10","1","LE01","","Enrolment","30","26","","",""
"3720","106871","1","23261","SE02","Closed","Active","10","1","","","Enrolment","30","30","","",""
"3710","107027","1","13320","TU03","Open","Active","10","1","LE01","","Enrolment","77","73","","",""
"3710","108417","1","16289","01WT","Open","Active","1","FM2","","","Enrolment","20","2","","",""
"3720","105430","1","25671","TRF","Open","Active","1","1","","","Enrolment","100","0","","",""
"3720","101976","1","22957","TU01","Open","Active","10","1","","","Enrolment","24","22","","",""
"3710","108711","1","13570","TU14","Closed","Active","10","1","","","Enrolment","25","25","","",""
"3710","105363","1","15786","THE","Open","Active","1","1","","","Enrolment","100","0","","",""
"3720","008097","1","25233","TU02","Closed","Active","10","FY2","LE01","","Enrolment","4","4","","",""
"3710","103388","1","12548","LE01","Open","Active","10","FY1","","","Enrolment","35","12","","",""
"3720","106276","1","20696","LE01","Closed","Active","10","1","","","Enrolment","0","0","","",""
"3720","003253","1","23531","TU14","Closed","Active","10","FY2","LE01","","Enrolment","9","9","","",""
"3744","105793","1","42266","LE02","Open","Active","10","1","TU01","","Enrolment","5","0","","",""
"3710","018078","1","10090","CB15","Closed","Active","10","FY1","LE01","","Enrolment","9","9","","",""
"3720","103494","1","25546","THE","Open","Active","1","1","","","Enrolment","100","3","","",""
"3710","103961","2","13750","LE01","Open","Active","10","1","","","Enrolment","50","29","","",""
"3710","106587","1","15135","SE01","Open","Active","10","1","","","Enrolment","25","4","","",""
"3710","107918","1","16160","THE","Open","Active","1","1","","","Enrolment","100","0","","",""
"3710","105009","1","10709","SE03","Open","Active","10","1","","","Enrolment","30","28","","",""
"3720","105876","2","21499","PR02","Open","Active","10","1","","","Enrolment","15","13","","",""
"3710","018078","1","10076","CB01","Closed","Active","10","FY1","LE01","","Enrolment","9","9","","",""
"3720","107573","1","25934","01NT","Open","Active","1","TYD","","","Enrolment","20","0","","",""
"3720","104229","1","24396","TU08","Closed","Active","10","1","","","Enrolment","20","20","","",""
"3710","104515","1","13633","LA02","Closed","Active","10","1","","","Enrolment","30","30","","",""
"3710","101894","1","12553","TU01","Closed","Active","10","1","WR01","LE01","Enrolment","20","20","","",""
"3720","005740","1","22710","LE01","Open","Active","10","1","","","Enrolment","32","25","","",""
"3736","102248","1","33051","TU01","Open","Active","10","1","","","Enrolment","20","3","","",""
"3720","107978","1","26047","01NT","Open","Active","1","1","","","Enrolment","35","5","","",""
"3742","105933","1","40214","LE01","Open","Active","10","1","TU01","","Enrolment","25","4","","",""
"3710","105469","1","14727","SE01","Closed","Active","10","1","","","Enrolment","10","10","","",""
"3720","100553","1","28819","THE","Open","Active","1","RTX","","","Enrolment","100","1","","",""
"3736","105422","2","33071","01NA","Open","Active","1","1","","","Enrolment","5","0","","",""
"3720","107637","1","23333","PL01","Open","Active","10","1","TU01","","Enrolment","20","4","","",""
"3720","103679","1","28513","01WT","Open","Active","1","TYC","","","Enrolment","15","0","","",""
"3710","105877","1","11925","SG02","Closed","Active","12","1","LE01","TU02","Enrolment","20","20","","",""
"3710","107028","1","11857","PR02","Open","Active","10","1","LE01","","Enrolment","38","35","","",""
"3710","108988","1","18835","CL01","Open","Active","10","FY1","","","Enrolment","20","18","","",""
"3710","103506","1","15671","TRF","Open","Active","1","1","","","Enrolment","100","0","","",""
"3720","103259","1","28910","TU18","Closed","Cancelled","10","1","","","Enrolment","32","0","","",""
"3720","108674","1","24321","TU07","Open","Active","10","1","","","Enrolment","22","18","","",""
"3744","105801","1","42193","LE01","Open","Active","10","1","TU01","","Enrolment","11","1","","",""
"3720","107440","1","23133","LE01","Open","Active","10","1","","","Enrolment","90","52","","",""
"3710","109086","1","16483","01NT","Open","Active","1","TYB","","","Enrolment","20","0","","",""
"3710","106719","1","14556","WR05","Open","Active","10","1","","","Enrolment","25","23","","",""
"3720","103451","2","25530","01EX","Open","Active","1","1","","","Enrolment","60","0","","",""
"3720","104293","1","23422","PR12","Closed","Active","10","1","LE01","","Enrolment","21","21","","",""
"3710","107232","1","15973","01NT","Open","Active","1","1","","","Enrolment","10","0","","",""
"3710","107860","1","16136","01NT","Closed","Active","1","1","","","Enrolment","0","0","","",""
"3720","107335","1","28625","CL01","Open","Active","10","FY2","","","Enrolment","90","76","","",""
"3720","106477","1","23393","PR01","Open","Active","10","1","","","Enrolment","40","30","","",""
"3720","006142","1","22689","TU06","Closed","Active","10","FY2","LE01","","Enrolment","9","9","","",""
"3710","108674","1","10352","TU01","Closed","Active","10","1","","","Enrolment","22","22","","",""
"3710","108732","1","15050","LE01","Open","Active","10","1","","","Enrolment","20","0","","",""
"3720","008078","1","20122","CB05","Open","Active","10","FY2","LE01","","Enrolment","10","9","","",""
"3715","109167","1","95241","01NT","Closed","Active","1","1","","","Enrolment","0","0","","",""
"3720","104238","1","24773","TU03","Open","Active","10","1","","","Enrolment","24","13","","",""
"3710","105544","1","14802","TU01","Open","Active","10","1","","","Enrolment","25","19","","",""
"3720","109142","1","28568","01NT","Open","Active","1","1","","","Enrolment","50","2","","",""
"3710","018570","1","10143","CB09","Closed","Active","10","FY1","LE01","","Enrolment","12","12","","",""
"3705","101924","1","92119","LE01","Open","Active","10","S04","","","Enrolment","20","2","","",""
"3710","107755","1","16097","01FL","Closed","Active","1","1","","","Enrolment","0","0","","",""
"3744","108889","1","42088","LE02","Open","Active","10","1","TU01","","Enrolment","10","1","","",""
"3710","103283","1","14447","TU07","Closed","Active","10","1","","","Enrolment","32","32","","",""
"3710","106744","1","12953","ST01","Open","Active","10","1","","","Enrolment","60","54","","",""
"3720","108172","1","26092","TRF","Open","Active","1","1","","","Enrolment","100","0","","",""
"3710","107022","1","15942","TRF","Open","Active","1","1","","","Enrolment","100","0","","",""
"3710","108197","1","11735","PF01","Open","Active","10","1","","","Enrolment","15","9","","",""
"3720","104233","1","24373","TU04","Closed","Active","10","1","","","Enrolment","25","25","","",""
"3710","104244","1","14203","TU03","Closed","Active","10","1","","","Enrolment","18","18","","",""
"3710","102701","1","14943","TU13","Closed","Active","10","1","","","Enrolment","20","20","","",""
"3739","106843","1","36020","SE03","Open","Active","10","1","","","Enrolment","40","22","","",""
"3720","107741","1","23329","LE01","Open","Active","10","1","PR01","TU01","Enrolment","38","33","","",""
"3744","105940","1","42233","LE01","Open","Active","10","1","TU01","","Enrolment","10","0","","",""
"3710","106546","1","18399","PR04","Open","Active","10","FY1","LE01","","Enrolment","18","16","","",""
"3742","100763","2","40315","01NA","Open","Active","1","1","","","Enrolment","35","0","","",""
"3744","105743","1","42029","LE01","Open","Active","10","1","","","Enrolment","10","5","","",""
"3720","108234","1","21474","RS23","Open","Active","10","1","","","Enrolment","10","3","","",""
"3720","102178","1","25487","01HO","Open","Active","1","FY2","","","Enrolment","180","130","","",""
"3710","108522","1","14432","TU02","Closed","Active","10","1","","","Enrolment","25","25","","",""
"3710","107316","1","15985","01NT","Open","Active","1","FY1","","","Enrolment","10","1","","",""
"3720","101384","1","24172","TU05","Closed","Active","10","1","","","Enrolment","17","17","","",""
"3710","105044","1","15337","LE01","Open","Active","10","1","PR01","","Enrolment","38","16","","",""
"3720","006362","1","20259","TU01","Closed","Tentative","10","1","","","Enrolment","30","0","","",""
"3720","106529","1","21864","TU03","Closed","Active","10","1","LE01","","Enrolment","26","26","","",""
"3710","104714","1","12168","LE01","Open","Active","10","1","","","Enrolment","80","64","","",""
"3720","104788","1","20961","LE01","Open","Active","10","1","","","Enrolment","110","109","","",""
"3710","108199","1","11736","PF01","Open","Active","10","1","","","Enrolment","15","3","","",""
"3710","107781","1","12533","LE01","Open","Active","10","1","","","Enrolment","30","3","","",""
"3748","108910","1","46016","LE01","Open","Active","10","1","","","Enrolment","100","48","","",""
"3748","106034","1","46043","01NT","Open","Active","1","1","","","Enrolment","25","0","","",""
"3710","108149","1","14962","TU20","Closed","Cancelled","10","1","","","Enrolment","20","0","","",""
"3710","108462","1","18660","01WT","Open","Active","1","TYB","","","Enrolment","20","0","","",""
"3710","103546","1","14889","LE01","Open","Active","10","1","PR01","","Enrolment","32","23","","",""
"3710","107912","1","10664","WR01","Open","Active","10","1","","","Enrolment","30","23","","",""
"3720","105974","1","21978","LE01","Open","Active","10","1","","","Enrolment","132","122","","",""
"3710","009517","1","15504","01NT","Open","Active","1","1","","","Enrolment","10","0","","",""
"3720","108238","1","25172","RS01","Open","Active","10","1","","","Enrolment","20","10","","",""
"3710","108274","1","18896","01EX","Open","Active","1","1","","","Enrolment","10","8","","",""
"3710","105487","1","15808","01NT","Open","Active","1","1","","","Enrolment","20","4","","",""
"3744","105739","1","42010","LE02","Open","Active","10","1","TU01","","Enrolment","10","6","","",""
"3720","107970","1","26039","01NT","Open","Active","1","1","","","Enrolment","35","1","","",""
"3705","106371","1","92415","LE01","Open","Active","10","LAS","","","Enrolment","90","88","","",""
"3720","104230","1","24404","WR12","Closed","Tentative","10","1","","","Enrolment","32","0","","",""
"3739","108537","1","36029","SE01","Open","Active","10","1","","","Enrolment","30","29","","",""
"3710","108348","1","16259","01NT","Open","Active","1","FY1","","","Enrolment","25","6","","",""
"3715","108708","1","95139","01NT","Closed","Cancelled","1","1","","","Enrolment","0","0","","",""
"3710","104310","1","13832","LE01","Open","Active","10","1","","","Enrolment","60","33","","",""
"3710","104234","1","14539","TU05","Open","Active","10","1","","","Enrolment","26","24","","",""
"3710","105064","1","18761","LEC0","Closed","Stop Enrl","10","1","","","Enrolment","70","14","","",""
"3710","104229","1","14496","TU08","Open","Active","10","1","","","Enrolment","20","19","","",""
"3710","108984","1","10297","LE01","Open","Active","10","1","","","Enrolment","40","13","","",""
"3710","104248","1","14322","TU13","Closed","Stop Enrl","10","1","","","Enrolment","25","25","","",""
"3720","102668","1","25507","THE","Open","Active","1","1","","","Enrolment","100","1","","",""
"3710","108452","1","16324","01WT","Open","Active","1","FY1","","","Enrolment","20","2","","",""
"3720","006362","1","22603","TU10","Closed","Tentative","10","1","","","Enrolment","30","0","","",""
"3720","104254","1","20369","TU04","Closed","Active","10","1","","","Enrolment","21","21","","",""
"3720","108472","1","26211","01NT","Open","Active","1","TYB","","","Enrolment","20","0","","",""
"3720","101915","1","25482","TRF","Open","Active","1","1","","","Enrolment","100","0","","",""
"3720","005049","1","25369","01NT","Open","Active","1","1","","","Enrolment","5","0","","",""
"3736","108267","3","33206","LE01","Open","Active","10","1","","","Enrolment","35","27","","",""
"3748","108557","2","46065","01NA","Open","Active","1","1","","","Enrolment","25","10","","",""
"3710","104229","1","14502","TU02","Closed","Active","10","1","","","Enrolment","20","20","","",""
"3720","006435","1","22300","TU01","Open","Active","10","1","","","Enrolment","20","12","","",""
"3746","108552","2","44048","01OL","Open","Active","1","COL","","","Enrolment","40","9","","",""
"3720","009786","2","20475","TU25","Closed","Active","10","1","","","Enrolment","21","21","","",""
"3736","102248","1","33049","TU03","Closed","Active","10","1","","","Enrolment","20","20","","",""
"3705","105714","1","92184","01NT","Open","Active","1","1","","","Enrolment","50","0","","",""
"3720","104293","1","23428","PR06","Open","Active","10","1","LE01","","Enrolment","20","12","","",""
"3710","103003","1","15638","TRF","Open","Active","1","1","","","Enrolment","100","0","","",""
"3720","107425","1","22627","TU01","Open","Active","10","1","LE01","","Enrolment","20","9","","",""
"3710","013253","1","13175","TU15","Open","Active","10","FY1","LE01","","Enrolment","10","9","","",""
"3710","108403","1","13615","CL03","Open","Active","10","1","","","Enrolment","11","10","","",""
"3710","106151","1","15242","SE06","Closed","ToBeCancel","10","1","","","Enrolment","30","0","","",""
"3710","107435","1","10318","TU21","Open","Active","10","1","","","Enrolment","25","24","","",""
"3744","105771","1","42142","LE02","Open","Active","10","1","TU01","","Enrolment","5","2","","",""
"3710","104248","1","14321","TU14","Closed","Stop Enrl","10","1","","","Enrolment","25","25","","",""
"3710","108509","1","16375","01NT","Open","Active","1","FM2","","","Enrolment","20","0","","",""
"3710","105506","1","12645","TU03","Open","Active","10","1","","","Enrolment","24","23","","",""
"3710","105705","1","15848","THE","Open","Active","1","1","","","Enrolment","100","0","","",""
"3710","108513","1","16378","01NT","Open","Active","1","FY1","","","Enrolment","30","18","","",""
"3710","106186","1","18756","TU04","Open","Active","12","FY1","SE04","CL02","Enrolment","25","17","","",""
"3710","109048","1","10649","TU04","Open","Active","10","1","WR01","","Enrolment","10","3","","",""
"3710","104703","1","13286","TU02","Open","Active","10","1","LE01","PR01","Enrolment","15","9","","",""
"3742","105748","1","40061","LE02","Open","Active","10","1","TU01","","Enrolment","5","2","","",""
"3710","104244","1","14188","TU18","Open","Active","10","1","","","Enrolment","18","17","","",""
"3710","103550","1","14028","LE01","Open","Active","10","1","PR01","WR01","Enrolment","20","4","","",""
"3720","105877","2","28466","SG08","Open","Active","10","1","LE01","","Enrolment","9","8","","",""
"3705","104235","2","92160","01NA","Open","Active","1","1","","","Enrolment","30","9","","",""
"3720","108184","1","26113","THE","Open","Active","1","1","","","Enrolment","100","1","","",""
"3710","107965","1","16172","01NT","Open","Active","1","1","","","Enrolment","35","1","","",""
"3710","107974","1","16181","01NT","Open","Active","1","1","","","Enrolment","35","2","","",""
"3720","008097","1","25225","TU15","Open","Tentative","10","FY2","LE01","","Enrolment","4","0","","",""
"3720","006142","1","22691","TU08","Closed","Active","10","FY2","LE01","","Enrolment","9","9","","",""
"3720","102432","1","25496","THE","Open","Active","1","1","","","Enrolment","100","0","","",""
"3710","104447","1","10224","LE01","Open","Active","10","1","","","Enrolment","50","45","","",""
"3720","108670","1","24184","TU05","Closed","Active","10","1","","","Enrolment","25","25","","",""
