"Eff_Date","Course_ID","Status","Short_Title","Long_Title","Min_Units","Max_Units","Prgrss_Unt","Grading","Last_Crse","Enrl_Unt_Calc","Descr"
"01/01/2017","105444","A","Pharm Plant Des&Proc Eng","Pharmaceutical Plant Design & Process Engineering","3.00","3.00","3.00","M10","N","1","This course is designed to challenge chemical engineers to combine basic knowledge from other courses and principles and tools for process design in this course with practical elements of economics, business practices and organization along with principles of safety, environmental and sociological issues to design an integrated chemical process plant. The course lecturing materials cover modern strategies for the design of chemical / pharmaceutical processes with an emphasis on a systematic approach. The topics covered in this course are: introduction to process and product design, process synthesis, mass and energy calculation, process simulation, introduction to process optimization, and preliminary plant design.  Students are required to complete a process design for a project using the concepts and tools covered by the lectures in groups. This practice aims to develop and improve transferable skills in problem-solving, team-working, independent learning and cooperative learning, project management, time management, oral presentation and technical documentation."
"01/01/2017","105445","A","Adv Mine Geotechnical Eng","Advanced Mine Geotechnical Engineering","3.00","3.00","3.00","M10","N","1","The aim of this course is to introduce students to the principles of data analysing to determine required design data for slope stability and underground excavations analyses. In this course students should be able to study stability condition of an open cut and an underground mine and design pit walls and support measures. Students work in groups on a geotechnical study and design project under the supervisions of an academic staff member."
"01/01/2017","105446","A","Mining in a Global Env PG","Mining in a Global Environment","3.00","3.00","3.00","M10","N","1","International perspective of mining globally; governance issues in developing countries; financing international mining projects - roles of government and private banks - equator principles; the role, responsibilities and influence of major mining companies in developing countries; small scale mining - importance and role of large companies, blood diamonds - blood gold - Kimberley process; cross cultural management - theory and practice; environmental economics - e.g. resources rich versus resources poor countries - the resource curse?; social impact of mining on women - gender and the mining industry; principles of community engagement in international settings, the role of NGO, living and working with indigenous peoples; health issues and safety in developing countries; climate change and implications for Australia and global mining companies e.g. Hunder Valley coal producers; China and India and their influence. 

This course provides students with the tools necessary to meet the challenges of working for mining companies as mining engineers and managers in an international (and/or remote Australian) setting. The focus will be on developing countries and an aim will be to draw comparisons between the Australian and international contexts. The course will draw extensively on case studies."
"01/01/2017","105447","A","Engineering Hydrology UG","Engineering Hydrology","3.00","3.00","3.00","M10","N","1","The course serves as an introduction to the field of engineering hydrology. It covers fundamentals such as the hydrological cycle, catchment, losses, hydrographs and hyetographs. Design topics covered will be selected from: flood frequency analysis, determination of design rainfall intensity and hyetographs, peak flow estimation, design hydrograph estimation, groundwater process and modelling, and drought risk analysis/yield hydrology."
"01/01/2017","105449","A","Comp for Geostatistics PG","Computing for Geostatistics","3.00","3.00","3.00","M10","N","1","The purposes of this course are:
(1) To teach the rudiments of Fortran 95 programming language so that students can implement their own simple programmed versions of geostatistical techniques. They may also require these skills for manipulating data in their project and coursework. 
(2) To teach basic R and Excel techniques for analysing and plotting data.
(3) To teach numerical algorithms and computer methods commonly used in geostatistics concerning the solution to large sets of linear equations."
"01/01/2017","105450","A","Non-Stationarity PG","Non-Stationarity, Selection & Recoverability","3.00","3.00","3.00","M10","N","1","There are two major components in this course. 
(1) Non-stationarity: Introduction to the concept of drift (trend) by way of geological examples. Definitions of the various forms of stationarity (in a statistical sense). Simple ways of dealing with non-stationary variables. Detailed case study to illustrate the assessment and quantification of non-stationarity. Universal kriging and universal kriging variances. Intrinsic Random Functions and generalised covariances. Statistical tests for constant mean of a spatial variable - the D-statistic and the global D-statistic. 
(2) Selection & Recoverability: This component is essentially a study of scale effects. The applications are to mineral resources and environmental contamination (ground) but, depending on the chosen specialisations, can be expanded to all other applications. The emphasis is on conceptual approaches to simple applications leading to simple spatial statistical methods to predict the effects of changing scale - e.g. predicting the distributions of grade values of large blocks from the grade values of sample volumes. The information effect and the support effect - concepts, quantification and practical consequences. Parametric formulation of the change of scale. The affine correction. Local and global corrections for scale effects."
"01/01/2017","105451","A","Hard Rock Mine","Hard Rock Mine Design & Feasibility","3.00","3.00","3.00","M10","N","1","This course involves the development of a pre-feasibility study for a metalliferous mining project. Activities include: assessment of reserves, mining method selection, open pit and underground mine design, optimisation of surface and underground operations, geotechnical design, ventilation design, project risk assessment, production scheduling, equipment selection, cost estimation, financial technical model, sustainability. Students will make use of industry-standard mine design and optimisation software."
"01/01/2017","105452","A","Surface Mining Systems","Surface Mining Systems","3.00","3.00","3.00","M10","N","1","This is an advanced course building on the learning acquired in the Mining Systems course. Students will have the opportunity to further develop their knowledge and skills in the selection and evaluation of surface coal and metaliferous mining systems using a project-based learning approach. This course assumes that students have a good understanding of mining terms and descriptions, have been exposed to surface mining methods and are familiar with mining development, operations and production. Each project is undertaken by a group of 3-5 students."
"01/01/2017","105453","A","Underground Mining Systems","Underground Mining Systems","3.00","3.00","3.00","M10","N","1","This is an advanced course building on the learning acquired in the Mining Systems course. The students will have the opportunity to further develop their knowledge and skills in the selection and evaluation of underground coal and metaliferous mining systems using a project-based learning approach. This course assumes that students have a good understanding of mining terms and descriptions, have been exposed to underground mining methods and are familiar with mining development, operations and production. Each project is undertaken by a group of 3-5 students."
"01/01/2017","105454","A","Mining in a Global Env","Mining in a Global Environment","3.00","3.00","3.00","M10","N","1","International perspectives of mining globally; governance issues in developing countries; financing international mining projects - roles of governments and private banks - equator principles; the role, responsibility and influence of major mining companies in developing countries; small scale mining - importance and role of large companies, blood diamonds - blood gold - Kimberley process; cross cultural management - theory and practice; environmental economics - e.g. resource rich versus resource poor countries -  the resource curse?; social impact of mining on women - gender and the mining industry; principles of community engagement in international settings; the role of NGO, living and working with indigenous people; health issues and safety in developing countries; climate change and the implications for Australia and the global mining companies e.g. Hunder Valley coal producers; China and India and their influence.

This course provides students with the tools necessary to meet the challenges of working for mining companies as mining engineers, and managers in an international (an/or remote Australia) setting. The focus will be on developing countries and an aim will be to draw comparisons between the Australian and international contexts. The course will draw extensively on case studies."
"01/01/2017","105455","A","Water Eng & Design III","Water Engineering & Design III","3.00","3.00","3.00","M10","N","1","Closed conduit flows: hydraulic engineering design. Elements of pipeline and network design; pipes in series; pipes in parallel; Hardy Cross method for solving pipe networks; unsteady flow and water hammer in closed conduits; method of characteristics; water hammer control devices; hydraulic machine basics and selection including pumps and turbines; water distribution system computer simulation modelling, EPANET. Design of water distribution systems. Open channel flow: non-uniform flow in open channels; gradually varied flow in compound channels; rapidly varied flow in open channels; flow control structures; environmental factors affecting river basins."
"01/01/2017","105456","A","Mine Asset Mgmt","Mine Asset Management & Services","3.00","3.00","3.00","M10","N","1","Mine maintenance and services are responsible for between 40% and 70% of the operating cost of a surface mine, and 20% to 50% of the operating cost of an underground mine. The quality of maintenance programs affects the productive capacity of mining operations. In the course of their professional careers, mining engineers will find themselves dealing with maintenance and service related issues such as: working with teams to de-bottleneck productive processes; preparing and checking maintenance budgets; administrating maintenance contracts; and deciding on mine dewatering or electrical distribution layouts.   The course covers the principles of mine maintenance and services, including electrical and compressed air distribution, mine dewatering and mine communications and the design of maintenance systems, including preventive, predictive, proactive and corrective maintenance methods, as well as basic reliability theory and models for optimising maintenance decisions."
"01/01/2017","105457","A","Coal Mine Design","Coal Mine Design & Feasibility","3.00","3.00","3.00","M10","N","1","The aim of this course is to introduce students to the principles of mine feasibility studies for coal mine deposit. In this course students should be able to develop skills for optimal mine design, scheduling and preparation of a pre-feasibility study document. Students work in groups on a mine design and feasibility study project under the supervision of an academic staff member."
"01/01/2017","105458","A","Separation Processes UG","Separation Processes","3.00","3.00","3.00","M10","N","1","An introduction to the principles and applications of diffusional separation processes involving gas-liquid, liquid-liquid and solid-liquid systems in equilibrium-stage and continuous-contact operations. Throughout emphasis is placed on problem solving and illustrative worked examples."
"01/01/2017","105459","A","Alternative Dispute Resolution","Alternative Dispute Resolution","3.00","3.00","3.00","M10","N","1","The course includes a detailed examination of the theory and practice of ADR methods in the context of an adversarial legal system, to develop an understanding of the operation and implications of various ADR theories and practices and to assess their value.  It evaluates the experience in Australia and other common law countries of the development and incorporation of ADR options in dispute resolution, in civil, administrative, family and criminal contexts.  Additionally, the course explores the application of ADR processes in the international environment, including International Commercial Arbitration, and other forms of international dispute resolution in non commercial contexts, including those raising human rights and natural resource issues.  The course aims to develop ability to critically assess the legal, social and other issues associated with ADR, and to understand the implications of the operation of those theories in an adversarial legal context. 
The course will include a selection from the following or similar topics: the nature of disputes, including the psychological, political, cultural, economic and social issues of dispute resolution; acceptance and operation of ADR as a credible dispute resolution alternative to litigation; theory; features and values of various forms of ADR; Justice reform, including the role of the courts and the provision of court annexed ADR, the ""multi-doored"" court, and the role and value of judicial decision making; domestic and international commercial arbitration; ADR and industrial disputes; power and control in dispute resolution; mediation theory; ADR and criminal law; dispute system design; legal rights and responsibilities flowing from ADR outcomes; and ethical issues for ADR practitioners. 
The course will include the participation of ADR practitioners.  Students will engage in practical ADR exercises through role plays."
"01/01/2017","105460","A","Corporate Insolvency Law","Corporate Insolvency Law","3.00","3.00","3.00","M10","N","1","This course will provide an introduction to the theory, policy and key principles of corporate insolvency law. The course will focus on the key corporate insolvency procedures of liquidation, administration, receivership as well as informal business rescue, and comparative developments in major jurisdictions. The course will also examine the role of government, regulators, the insolvency profession and other `stakeholders in corporate insolvency law, including the duties and conduct of directors in relation to businesses in financial difficulty. Cross-border insolvency issues will be examined."
"01/01/2017","105461","A","International Financial Reg","International Financial Regulation","3.00","3.00","3.00","M10","N","1","The rapid globalisation of the world's financial markets and the scale of  market activities raises important issues for lawyers, regulators and governments tasked with designing and implementing regulatory structures that oversee global capitalism. The primary issue is to support the maintenance of reliable and robust, but stable and innovative financial markets that facilitate sustainable economic growth and development in an environment where money moves apparently seamlessly across borders, with little or no national loyalty.   Currently regulation is still predominantly sited at the national level where there are a diverse array of regulatory arrangements and structures,  and different philosophies underpinning them.  At the same time, the international regulatory system, such as it is, has largely developed in a piecemeal fashion, based around the sectoral division between banking, insurance and securities.  Questions are now being asked about whether there is a need for a significant overhaul and reform of the international regulatory architecture to cope with the reality of global finance.
The course will examine the current regulatory architecture, focusing predominantly on Europe and the international context, and touching particularly on the following issues:   
-the nature of financial services and markets;
-rationales for regulation of financial services and markets;
-different techniques for financial regulation (including risk-based regulation);
-an introduction to UK and European financial regulation (key principles and institutions);
-key institutions of international regulation (eg the Basel Committee; IOSCO; Financial Stability Forum);
-the debate on optimal regulatory architecture;
-specific examples of problems and challenges regarding financial transactions, eg money laundering, and the role and regulation of offshore centres."
"01/01/2017","105462","A","Advanced Contract Law","Advanced Contract Law","3.00","3.00","3.00","M10","N","1","The law of contract is of fundamental importance in regulating commercial and other transactions. This course will examine recent developments and emerging issues in this core area of law. Possible topics include:

-the control of unconscionable conduct and unfair contract terms;
-obligations of good faith and fair dealing;
-requirements to disclose information in pre-contractual negotiations;
-the interpretation of contracts and the principle of 'commercial construction';
-the use of exclusion and indemnity clauses;
-assessing damages for breach of contract;
-the status of preliminary agreements; 
-illegality, public policy and the doctrine of restraint of trade; and
-the regulation of international contracts.

These and other important aspects of the law of contract will be addressed from a practical, commercial and comparative perspective."
"01/01/2017","105463","A","International Humanitarian Law","International Humanitarian Law","3.00","3.00","3.00","M10","N","1","International Humanitarian Law (IHL), also known as the Law of Armed Conflict, is a set of rules that seeks to balance military priorities when engaging in armed conflict with humanitarian concern for those who are impacted by such operations.  This body of law comprises at its core the four 1949 Geneva Conventions and the two 1977 Additional Protocols, as well as a myriad of associated treaty and customary international law that dates back to the late nineteenth and early twentieth centuries.  

This course will investigate the humanitarian strategy that influenced the development of this body of law and will seek to assess its effectiveness.  While international case law will be examined, the course will have a decidedly Australian perspective. The Australian Defence Force (ADF) applied this law to its fullest during involvement in the 2003 Iraq campaign and it continues to have application in operations conducted by the ADF in Afghanistan.  Specific topics to be covered include:
-the dichotomy between the rules applicable to resort to force (jus ad bellum) and the rules applicable when engaging in armed conflict (jus in bello);
-the rules of distinction and proportionality;
-the intersection with international human rights law;
-the domestic legal incorporation of IHL;
-the normative interplay between law applicable to international and non-international armed conflict;
-the role of ethical/moral values when advising military command on the application of the law in the battlefield. 
The course is designed for those who seek an introduction to the architecture of the law applicable to armed conflict, though it will also vigorously tackle the practical implications of the theoretical and doctrinal topics addressed."
"01/01/2017","105464","A","Evidence-based Practice","Evidence-based Practice","3.00","3.00","3.00","GS8","N","1","This course provides the student with the advanced research and professional skills required to practice within the scientist- practitioner model.  On completion of the course, the student will be able to demonstrate knowledge of the ethical, professional and legal responsibilities of a practising psychologist.  The student will have the ability to identify ethical issues and to locate, understand and apply the major supporting documentation (e.g. Australian Psychological Society Code of Ethics).  Additionally, the student will have the knowledge and skills to undertake applied research and evaluation in a range of settings."
"01/01/2017","105465","A","Interviewing & Intervention","Interviewing & Intervention","3.00","3.00","3.00","GS8","N","1","This course aims to develop students' skills in interviewing and counselling clients and conducting cognitive behavioural therapy (CBT), through observing, discussing and practising techniques in class, using a model of evidence-based practice. On completion of this unit students will be able to demonstrate knowledge and skills in interviewing, counselling and CBT."
"01/01/2017","105467","A","Psych Assessment","Psychological Assessment","3.00","3.00","3.00","GS8","N","1","This course aims to introduce students to the principles and practice of psychological assessment. The course will focus on a small number of widely used norm-referenced tests of abilities, and both clinician rated and self-report measures used in the assessment of emotional and behavioural problems."
"01/01/2017","105469","A","Abnormal Psychology","Abnormal Psychology","3.00","3.00","3.00","M10","N","1","This unit aims to describe psychological problems as they present and are diagnosed and treated across the lifespan ? with special reference to diagnostic systems, ethical principles and pharmacological treatments. On completion of this unit the student will be able to demonstrate: thorough and critical understanding of the most commonly-used diagnostic classification systems (e.g. DSM, ICD) and techniques for diagnostic assessment (e.g. SCID, MINI, psychometric scales); knowledge of the causes, presentation, diagnosis and treatment of psychological problems from childhood to old age; a basic understanding of the SA mental health system and its supporting legislation; and a critical approach to the research evidence-base and to professional development activities"
"01/01/2017","105470","A","Health Psychology","Health Psychology","3.00","3.00","3.00","GS8","N","1","This course examines the relationships of social, biological, behavioural and cognitive variables to health. It covers those aspects of the social environment that influence health and illness outcomes including the interactions amongst family members and between healthcare consumers and healthcare providers. Risk factors for health-compromising behaviours are also discussed including strategies for their modification"
"01/01/2017","105471","A","Clin Neuropsy & Disability","Clinical Neuropsychology & Disability","3.00","3.00","3.00","M10","N","1","The overall aim of this course is to introduce clinical trainees to the fields of clinical neuropsychology and disability by examining some of the developmental and acquired brain-based disorders that can impact on the cognitive and psychological functioning of children and adults who are seen in clinical settings."
"01/01/2017","105472","A","Adv Child & Adult Intervention","Advanced Child & Adult Intervention","3.00","3.00","3.00","GS8","N","1","This unit aims to develop students' skills in professional practice and communication; in evidence-based and cross-cultural (indigenous) practice with adults, children and families. 
On completion of this unit students will be able to demonstrate knowledge and clinical skills in CBT, other evidence-based intervention and indigenous cultural interventions modalities for adults, children and families, as well as the ability to critically evaluate their own clinical psychology practice. 
Students will be able to plan, deliver and evaluate an intervention, and to consult, maintain clinical records, and provide written and oral reports. They will have demonstrated knowledge and understanding of, and a commitment to fulfilling, the National Standards for Mental Health workforce and the ethical, professional and legal responsibilities of a practising psychologist."
"01/01/2017","105474","A","Placement I (Clinical)","Master of Psychology (Clinical) Placement I","3.00","3.00","3.00","GS8","N","1","This Placement provides education and training in professional practice and skills to prepare the student for registration with the Australian Health Practitioner Regulation Agency (AHPRA)."
"01/01/2017","105476","A","Placement III (Clinical)","Master of Psychology (Clinical) Placement III","6.00","6.00","6.00","GS8","N","1","This Placement provides education and training in professional practice and skills to prepare the student for registration with the Australian Health Practitioner Regulation Agency (AHPRA)."
"01/01/2017","105477","A","Res Project I (Clinical)","Research Project in Clinical Psychology I","6.00","6.00","6.00","GS8","N","1","This is an empirically-based research project on a topic of relevance to clinical psychology to be pursued under the guidance of one or more supervisors (at least one of whom shall be a member of the School of Psychology). The project should be structured so that the students participate in all of the steps involved in the research,
including the formulation of the research question(s), the design of the study including the selection of appropriate methodology, the collection and analysis of data, the interpretation of the findings, and the preparation of the report."
"01/01/2017","105479","A","Evidence-based Practice","Evidence-based Practice","3.00","3.00","3.00","GS8","N","1","This course provides the student with the advanced research and professional skills required to practice within the scientist- practitioner model.  On completion of the course, the student will be able to demonstrate knowledge of the ethical, professional and legal responsibilities of a practising psychologist.  The student will have the ability to identify ethical issues and to locate, understand and apply the major supporting documentation (e.g. Australian Psychological Society Code of Ethics).  Additionally, the student will have the knowledge and skills to undertake applied research and evaluation in a range of settings."
"01/01/2017","105480","A","Interviewing & Intervention","Interviewing & Intervention","3.00","3.00","3.00","GS8","N","1","This course aims to develop students' skills in interviewing and counselling clients and conducting cognitive behavioural therapy (CBT), through observing, discussing and practising techniques in class, using a model of evidence-based practice. On completion of this unit students will be able to demonstrate knowledge and skills in interviewing, counselling and CBT."
"01/01/2017","105481","A","Psych Assessment","Psychological Assessment","3.00","3.00","3.00","GS8","N","1","This course aims to introduce students to the principles and practice of psychological assessment. The course will focus on a small number of widely used norm-referenced tests of intellectual abilities as well as diagnostic interview schedules, and both clinician rated and self-report measures used in the assessment of emotional and behavioural problems across the lifespan. Students will become familiar with the strengths, limitations, interpretation and presentation of findings from a variety of assessment instruments and will learn skills in both assessment planning and report writing. Students will learn about the ethical and social implications of assessment in a variety of contexts including socially and linguistically diverse populations. Opportunities for practice administration of assessment tools will be provided."
"01/01/2017","105482","A","Abnormal Psychology","Abnormal Psychology","3.00","3.00","3.00","M10","N","1","This unit aims to describe psychological problems as they present and are diagnosed and treated across the lifespan ? with special reference to diagnostic systems, ethical principles and pharmacological treatments. On completion of this unit the student will be able to demonstrate: thorough and critical understanding of the most commonly-used diagnostic classification systems (e.g. DSM, ICD) and techniques for diagnostic assessment (e.g. SCID, MINI, psychometric scales); knowledge of the causes, presentation, diagnosis and treatment of psychological problems from childhood to old age; a basic understanding of the SA mental health system and its supporting legislation; and a critical approach to the research evidence-base and to professional development activities."
"01/01/2017","105483","A","Health Psychology","Health Psychology","3.00","3.00","3.00","GS8","N","1","This course examines the relationships of social, biological, behavioural and cognitive variables to health. It covers those aspects of the social environment that influence health and illness outcomes including the interactions amongst family members and between healthcare consumers and healthcare providers. Risk factors for health-compromising behaviours are also discussed including strategies for their modification"
"01/01/2017","105484","A","Placement I (Health)","Master of Psychology (Health) Placement I","3.00","3.00","3.00","GS8","N","1","This Placement provides education and training in professional practice and skills to prepare the student for registration with the Australian Health Practitioner Regulation Agency (AHPRA)."
"01/01/2017","105486","A","Placement III (Health)","Master of Psychology (Health) Placement III","6.00","6.00","6.00","GS8","N","1","This Placement provides education and training in professional practice and skills to prepare the student for registration with the Australian Health Practitioner Regulation Agency (AHPRA)."
"01/01/2017","105487","A","Res Project (Health) I","Research Project in Health Psychology I","6.00","6.00","6.00","GS8","N","1","This is an empirically-based research project on a topic of relevance to health psychology to be pursued under the guidance of one or more supervisors at least one of who will be a Member of the College of Health Psychologists or eligible to be a Member. The project should be structured so that the students participate in all of the steps involved in the research, including the formulation of the research question(s), the design of the study including the selection of appropriate methodology, the collection and analysis of data, the interpretation of the findings, and the preparation of the report."
"01/01/2017","105488","A","Pharm Eng App B","Pharmaceutical Engineering Applications B","3.00","3.00","3.00","M10","N","1","This course aims to establish fundamental knowledge for the students in chemical engineering and pharmaceutical engineering.  At the end of this course, students should be able to: (i) interpret and analyse chemical and biochemical reaction kinetics data; (ii) apply reaction kinetics principles in chemical and biochemical reaction engineering; (iii) identify and formulate problems in chemical and biochemical reaction engineering and find appropriate solutions; (iv) specify and size the most common industrial chemical and biochemical reactors to achieve production goals for processes involving homogeneous or heterogenous reaction systems."
"01/01/2017","105490","A","Evidence-based Practice","Evidence-based Practice","3.00","3.00","3.00","GS8","N","1","This course provides the student with the advanced research and professional skills required to practice within the scientist- practitioner model.  On completion of the course, the student will be able to demonstrate knowledge of the ethical, professional and legal responsibilities of a practising psychologist.  The student will have the ability to identify ethical issues and to locate, understand and apply the major supporting documentation (e.g. Australian Psychological Society Code of Ethics).  Additionally, the student will have the knowledge and skills to undertake applied research and evaluation in a range of settings."
"01/01/2017","105491","A","Professional Practice","Professional Practice","3.00","3.00","3.00","GS8","N","1","This course aims to develop students' skills in interviewing and counselling as well as their written and oral communication. The course also aims to familiarise students with the role of the organisational psychologist and the requirements of relevant professional and research organisations. On completion of this unit students will be able to demonstrate knowledge and skills in interviewing and counselling, the essential components of a mental status examination, conducting risk assessments, moti and competency in written and oral communication. Students will also be familiar with the role of the organisational psychologist and the requirements of relevant professional and research organisations."
"01/01/2017","105492","A","Psych Assessment","Psychological Assessment","3.00","3.00","3.00","M10","N","1","This course aims to introduce students to the principles and practice of psychological assessment. The course will focus on a small number of widely used norm-referenced tests of intellectual ability, work aptitudes, personality, vocational interests, attitudes and values, and how these tests are used individually and in combination as part of psychological assessment in organisations. Consideration will also be given to interviewing as an assessment tool and to tests of the environment and organisational culture. Students will become familiar with the strengths, limitations, interpretation and presentation of findings from a variety of assessment instruments and will learn skills in both assessment planning and report writing. Students will learn about the ethical and social implications of assessment in a variety of contexts including socially and linguistically diverse populations. Opportunities for practice administration of assessment tools will be provided."
"01/01/2017","105493","A","Org Behaviour & Mgmt","Organisational Behaviour & Management","3.00","3.00","3.00","M10","N","1","This course aims to provide students with an understanding of the factors that impact upon the behaviour of the individual in the workplace and how these factors can be used to structure a work environment and work experience that enhances both organisational and individual outcomes. It includes a consideration of values and attitudes, perception, motivation, and personality. It also analyses interpersonal influences that impact upon group behaviour in work settings. Topics covered in the course include communication and managing conflict, stress, individuals in groups and teamwork, decision-making, leadership, and issues in power and politics. In addition, it examines the influence of broader, organisation wide factors on behaviour in the workplace, with a specific focus on ""person-organisation fit"". Topics covered in this section include organisational structure and work design and organisational culture."
"01/01/2017","105494","A","Human Resource Mgmt","Human Resource Management","3.00","3.00","3.00","M10","N","1","This course examines how an organisation can maximise its returns from its workforce, and employees can maximise their returns from their work. It involves understanding all aspects of the management of people at work, including: planning, job analysis, recruitment and selection, training and development, performance management, remuneration and benefits, career development, and dealing with redundancies and retirement. The course will consider these issues as well as the implications of emerging organisational challenges for human resource management practices. These challenges include: the increasing use of contract staff and outsourcing; harnessing and sustaining organisational commitment; developing organisational cultures that are responsive to change; diversity in the workplace; harnessing innovation and knowledge management; globalisation of industry; and changing workplace practices."
"01/01/2017","105495","A","Contemporary Org Psychology","Contemporary Organisational Psychology","3.00","3.00","3.00","M10","N","1","This course will cover advanced topics relevant to organisational psychology, the role of the organisational psychologist, assessment in practice, organisational change, and contemporary practice. On completion of this course students will have an understanding of issues relevant to the role of the organisational psychologist, assessment in practice, a knowledge and understanding of organisational change, and organisational theories and contemporary practice."
"01/01/2017","105497","A","Human Factors","Human Factors","3.00","3.00","3.00","M10","N","1","Humans have a range of physical and psychological capabilities that necessarily constrain how they interact with their environment and perform tasks. This course provides an understanding of major areas of human factors such as these physical and psychological capabilities and limitations, and how applying human factors can optimise performance in a range of situations. It addresses how technology can be shaped to benefit human performance and includes information on how the human body works, and how information is processed. Specific topics include the effects of ambient conditions, stimulus-response compatibility in a range of practical situations, and accidents."
"01/01/2017","105498","A","Placement I (O&HF)","Master of Psychology (O&HF) Placement I","3.00","3.00","3.00","GS8","N","1","This Placement provides education and training in professional practice and skills to prepare the student for registration with the Australian Health Practitioner Regulation Agency (AHPRA)."
"01/01/2017","105500","A","Placement III (O&HF)","Master of Psychology (O&HF) Placement III","6.00","6.00","6.00","GS8","N","1","This Placement provides education and training in professional practice and skills to prepare the student for registration with the Australian Health Practitioner Regulation Agency (AHPRA)."
"01/01/2017","105501","A","Res Project  (O&HF) I","Research Project in (O&HF) Psychology I","6.00","6.00","6.00","GS8","N","1","This is an empirically-based research project on a topic of relevance to Organisational Psychology, pursued under the guidance of one or more supervisors (at least one of whom shall be a member of the School of Psychology). The project should be structured so that students participate in all of the steps involved in the research, including the formulation of the research question(s), the design of the study including the selection of appropriate methodology, the collection and analysis of data, the interpretation of the findings, and preparation of the report in the form of a publishable article."
"01/01/2017","105506","A","Resource and Env Eco III","Resource and Environmental Economics III","3.00","3.00","3.00","M10","N","1","This course studies the application of economic analysis to the management of the environmental and natural resources. We will consider the role of economic theory in understanding and solving environmental and resource problems and discuss empirical examinations of the theory. Domestic and international policy implications will be addressed. A key assessment component will involve students engaging first-hand in changing behaviour regarding a resource or environmental issue of direct relevance to them. Topics that may be covered include: air and water pollution, sustainability, renewable and non-renewable resource management, and the impact of trade."
"01/01/2017","105507","A","Development Economics III","Development Economics III","3.00","3.00","3.00","M10","N","1","This is an intermediate undergraduate course in development economics. The course covers the following topics: the meaning and measurement of economic development, growth theories, poverty and income distribution, the role of geography and institutions, fertility and population growth, the role of credit markets and microfinance, health and nutrition, education, female empowerment."
"01/01/2017","105508","A","Econometrics III","Econometrics III","3.00","3.00","3.00","M10","N","1","The course focuses on the estimation, inference and identification of linear regression models. Particular attention is paid to the econometric theory, to the application of econometrics to real-world problems, and to the interpretation of the estimation results. The first part of the course includes a review on statistics and an introduction to large sample theory. The second part of the course focuses on issues in linear regressions including model misspecification, measurement errors, and endogenous regressors. Topics typically include instrumental variable regressions and panel data. Tthe course will include the use of STATA, a standard software for econometric and statistical analysis."
"01/01/2017","105509","A","Game Theory III","Game Theory III","3.00","3.00","3.00","M10","N","1","This course provides an introduction to Game Theory. Game Theory is a mathematical framework which makes possible the analysis of the decision making process of interdependent subjects.  It is aimed at explaining and predicting how individuals behave in a specific strategic situation, and therefore help improve decision making. A situation is strategic if the outcome of a decision problem depends on the choices of more than one person. Most decision problems in real life are strategic. 
The course will explain in depth the standard equilibrium concepts (such as Nash Equilibrium, Subgame-Perfect Nash Equilibrium, and others) in Game Theory. To illustrate the concepts, real-world examples, case studies, and classroom experiments might be used."
"01/01/2017","105510","A","Labour Economics III","Labour Economics III","3.00","3.00","3.00","M10","N","1","This course is designed to introduce students to economic models of the labour market, both theoretical and empirical. Illustrations from current policy debates are used. After completing this course, students will be able to describe key features of the labour market, analyse models of the labour market in order to make predictions concerning the impact of public policy recommendations, and evaluate existing data relating to these predictions. Topics include the supply of labour and accumulation of human capital; demand for labour in competitive and non-competitive markets; labour unions; the determination of equilibrium wages; wage discrimination; policies such as minimum wage laws, welfare reform, and trade."
"01/01/2017","105511","A","Internat Trade III","International Trade III","3.00","3.00","3.00","M10","N","1","This course deals with the theory and practice of international trade and of trade-related policies. It focuses on analysing the gains from trade, the changing patterns of trade, the income distributional consequences of liberalising foreign trade, the relationship between trade, investment, and economic growth, and the reasons for and consequences of trade policies."
"01/01/2017","105513","A","Public Economics III","Public Economics III","3.00","3.00","3.00","M10","N","1","This course investigates the role of the public sector in the economic arena. We will attempt to explain why government intervention is needed, how it influences the behaviour of the private sector and what the welfare effects of such influences are. We will also survey political economy, which regards actions of the public sector as determined by political processes. Topics covered may include welfare economics, market failures, and political economy.

Students are expected to be familiar with one variable calculus and optimization techniques at the level required in Intermediate Microeconomics."
"01/01/2017","105514","A","Internat Economic History III","International Economic History III","3.00","3.00","3.00","M10","N","1","The course surveys the evolution of the international economy from the industrial revolution until today, focusing on topics which are relevant to an understanding of current economic issues. The distinguishing feature of the course is analysis of long-run phenomena such as sustained economic growth or the impact of economic institutions which have long-lasting effects.  The topics covered typically include international trade, finance and migration, differences in national rates of economic growth, economic and financial crises as well as globalisation."
"01/01/2017","105515","A","Internat Finance III","International Finance III","3.00","3.00","3.00","M10","N","1","This course deals with the analysis of three important and related macroeconomics issues in open economies:exchange rates, capital flows and financial crises. The objectives of the course are two-fold: to introduce and critically evaluate the main relevant economic theories, models and empirical works in these three key areas of International Finance; and to apply these analytical tools to build an understanding of relevant economic developments and policy issues in the global markets.  There will be discussions of relevant current events relating to Australia, our main trading partners and the rest of the world."
