"Eff_Date","Course_ID","Offer_Nbr","Acad_Group","Subject","Catalogue","Approved","Campus","Sch_Print","Cat_Print","Print","Acad_Org","Career","Schedule_Course","Band_ID","Rq_Group","Discp_Grp_Cd","Field_of_Ed_Cd"
"01/01/2017","106893","1","DENT","DENT","4004BHO","A","HOSP","Y","Y","Y","DENTAL","UGRD","Y","3","002325","0807","060701"
"01/01/2017","106894","1","CON","MUSVET","1550A","A","NTRCE","Y","N","Y","ELDERCON","VETS","N","1","","0605","100101"
"01/01/2017","106895","1","CON","MUSVET","1550B","A","NTRCE","Y","N","Y","ELDERCON","VETS","N","1","","0605","100101"
"01/01/2017","106896","1","CON","MUSVET","1545A","A","NTRCE","Y","N","Y","ELDERCON","VETS","N","1","","0605","100101"
"01/01/2017","106897","1","CON","MUSVET","1545B","A","NTRCE","Y","N","Y","ELDERCON","VETS","N","1","","0605","100101"
"01/01/2017","106900","1","EDUC","EDUC","4505","A","NTRCE","Y","Y","Y","EDUCS","UGRD","N","5A","","0302","070105"
"01/01/2017","106901","1","EDUC","EDUC","6505","A","NTRCE","Y","Y","Y","EDUCS","PGCW","N","5A","","0302","070105"
"01/01/2017","106902","1","SCI","BIOTECH","7010A","A","NTRCE","Y","Y","Y","SCHBIOSCI","PGCW","N","2","","0499","010900"
"01/01/2017","106903","1","SCI","BIOTECH","7010B","A","NTRCE","Y","Y","Y","SCHBIOSCI","PGCW","N","2","","0499","010900"
"01/01/2017","106904","1","SCI","PHYSICS","7565A","A","NTRCE","Y","Y","Y","SCHPHYSCI","PGCW","Y","2","","0403","010301"
"01/01/2017","106905","1","SCI","PHYSICS","7565B","A","NTRCE","Y","Y","Y","SCHPHYSCI","PGCW","Y","2","","0403","010301"
"01/01/2017","106906","1","SCI","VET SC","7300ARW","A","ROSE","Y","Y","Y","SCHVETSCI","PGCW","N","3","","1104","061101"
"01/01/2017","106907","1","SCI","VET SC","7300BRW","A","ROSE","Y","Y","Y","SCHVETSCI","PGCW","N","3","","1104","061101"
"01/01/2017","106908","1","SCI","VET SC","7301ARW","A","ROSE","Y","Y","Y","SCHVETSCI","PGCW","N","3","","1104","061101"
"01/01/2017","106909","1","SCI","VET SC","7301BRW","A","ROSE","Y","Y","Y","SCHVETSCI","PGCW","N","3","","1104","061101"
"01/01/2017","106910","1","SCI","VET SC","7302ARW","A","ROSE","Y","Y","Y","SCHVETSCI","PGCW","N","3","","1104","061101"
"01/01/2017","106911","1","SCI","VET SC","7302BRW","A","ROSE","Y","Y","Y","SCHVETSCI","PGCW","N","3","","1104","061101"
"01/01/2017","106912","1","SCI","VET SC","7303ARW","A","ROSE","Y","Y","Y","SCHVETSCI","PGCW","N","3","","1104","061101"
"01/01/2017","106913","1","SCI","VET SC","7303BRW","A","ROSE","Y","Y","Y","SCHVETSCI","PGCW","N","3","","1104","061101"
"01/01/2017","106914","1","SCI","VET SC","7304ARW","A","ROSE","Y","Y","Y","SCHVETSCI","PGCW","N","3","","1104","061101"
"01/01/2017","106915","1","SCI","VET SC","7304BRW","A","ROSE","Y","Y","Y","SCHVETSCI","PGCW","N","3","","1104","061101"
"01/01/2017","106916","1","SCI","VET SC","7305ARW","A","ROSE","Y","Y","Y","SCHVETSCI","PGCW","N","3","","1104","061101"
"01/01/2017","106917","1","BUS","MANAGEMT","7500A","A","NTRCE","Y","N","Y","BUSSCH","PGCW","N","3","","0904","080300"
"01/01/2017","106918","1","SCI","VET SC","7305BRW","A","ROSE","Y","Y","Y","SCHVETSCI","PGCW","N","3","","1104","061101"
"01/01/2017","106919","1","SCI","VET SC","7307RW","A","ROSE","Y","Y","Y","SCHVETSCI","PGCW","Y","3","","1104","061101"
"01/01/2017","106920","1","SCI","CHEM","1312","A","NTRCE","Y","Y","Y","SCHPHYSCI","UGRD","Y","2","","0405","010501"
"01/01/2017","106921","1","SCI","PLANT SC","7250WT","A","WAITE","Y","Y","Y","SCHAG&WINE","PGCW","Y","2","","1101","050101"
"01/01/2017","106922","1","SCI","PLANT SC","7255WT","A","WAITE","Y","Y","Y","SCHAG&WINE","PGCW","N","2","","1101","050101"
"01/01/2017","106923","1","SCI","VET SC","7010RW","A","ROSE","Y","Y","Y","SCHVETSCI","PGCW","Y","3","","1104","061101"
"01/01/2017","106924","1","SCI","VET SC","7009RW","A","ROSE","Y","Y","Y","SCHVETSCI","PGCW","Y","3","","1104","061101"
"01/01/2017","106925","1","SCI","VET SC","3516RW","A","ROSE","Y","Y","Y","SCHVETSCI","UGRD","Y","3","","1104","061101"
"01/01/2017","106926","1","SCI","VET SC","7306RW","A","ROSE","Y","Y","Y","SCHVETSCI","PGCW","Y","3","","1104","061101"
"01/01/2017","106927","1","LAW","LAW","7167","A","NTRCE","Y","Y","Y","LAWS","PGCW","N","3","","0906","090999"
"01/01/2017","106928","1","MED","PUB HLTH","1003","A","NTRCE","Y","Y","Y","PUBLICHLTH","UGRD","N","2","","0809","061300"
"01/01/2017","106929","1","MATH","COMP SCI","3301","A","NTRCE","Y","N","Y","COMPSCI","UGRD","N","2","","0503","020109"
"01/01/2017","106930","1","MATH","COMP SCI","7301","A","NTRCE","Y","N","Y","COMPSCI","PGCW","N","2","002237","0503","020109"
"01/01/2017","106931","1","ENG","ELEC ENG","4067","A","NTRCE","Y","Y","Y","ELECENG","UGRD","Y","2","","0703","031307"
"01/01/2017","106932","1","ENG","C&ENVENG","4112","A","NTRCE","Y","Y","Y","CIV&ENVENG","UGRD","Y","2","","0702","030911"
"01/01/2017","106933","1","ENG","C&ENVENG","7112","A","NTRCE","Y","Y","Y","CIV&ENVENG","PGCW","Y","2","","0702","030911"
"01/01/2017","106934","1","MATH","MATHS","2203","A","NTRCE","Y","Y","Y","MATHSCI","UGRD","Y","2","","0501","010100"
"01/01/2017","106936","1","ECIC","TECHCOMM","7043","A","NTRCE","Y","Y","Y","ECIC","PGCW","N","3","","","080399"
"01/01/2017","106936","2","ECIC","TECHCOMM","7043NA","A","NGA","Y","Y","Y","ECIC","PGCW","N","3","","","080399"
"01/01/2017","106944","1","MATH","MATHS","3012","A","NTRCE","Y","Y","Y","MATHSCI","UGRD","Y","2","002226","0501","010101"
"01/01/2017","106945","1","MED","PUB HLTH","2005","A","NTRCE","Y","Y","Y","PUBLICHLTH","UGRD","N","2","","0809","061300"
"01/01/2017","106946","1","MATH","MATHS","7070","A","NTRCE","Y","Y","Y","MATHSCI","PGCW","Y","2","","0501","010101"
"01/01/2017","106947","1","MED","GEN PRAC","7012","A","NTRCE","Y","Y","Y","PUBLICHLTH","PGCW","Y","2","","0806","069999"
"01/01/2017","106948","1","SCI","CHEM","7500","A","NTRCE","Y","Y","Y","SCHPHYSCI","PGCW","Y","2","","0405","010500"
"01/01/2017","106949","1","SCI","EXCHANGE","7001SCI","A","NTRCE","Y","N","Y","P&CONTED","PGCW","N","2","","","019900"
"01/01/2017","106950","1","MED","NURSING","7020A","A","NTRCE","Y","Y","Y","CLINNURSE","PGCW","N","5A","","0803","060300"
"01/01/2017","106951","1","MED","NURSING","7020B","A","NTRCE","Y","Y","Y","CLINNURSE","PGCW","Y","5A","","0803","060300"
"01/01/2017","106953","1","MED","PUB HLTH","7122A","A","NTRCE","Y","Y","Y","PUBLICHLTH","PGCW","Y","2","","0809","061300"
"01/01/2017","106954","1","MED","PUB HLTH","7122B","A","NTRCE","Y","Y","Y","PUBLICHLTH","PGCW","Y","2","","0809","061300"
"01/01/2017","106957","2","MED","SURGERY","7012EX","A","EXT","Y","Y","Y","SURGSPEC","PGCW","Y","3","","0806","060103"
"01/01/2017","106957","1","MED","SURGERY","7012OL","A","OL","Y","Y","Y","SURGSPEC","PGCW","N","3","","0806","060103"
"01/01/2017","106958","1","MED","SURGERY","7013OL","A","OL","Y","Y","Y","SURGSPEC","PGCW","N","3","","0806","060103"
"01/01/2017","106958","2","MED","SURGERY","7013EX","A","EXT","Y","Y","Y","SURGSPEC","PGCW","Y","3","","0806","060103"
"01/01/2017","106960","1","MED","SURGERY","7015HO","A","HOSP","Y","Y","Y","SURGSPEC","PGCW","Y","3","","0806","060103"
"01/01/2017","106961","2","MED","SURGERY","7016EX","A","EXT","Y","Y","Y","SURGSPEC","PGCW","Y","3","","0806","060103"
"01/01/2017","106961","1","MED","SURGERY","7016OL","A","OL","Y","Y","Y","SURGSPEC","PGCW","N","3","","0806","060103"
"01/01/2017","106962","1","MATH","COMP SCI","3020","A","NTRCE","Y","Y","Y","COMPSCI","UGRD","Y","2","002224","0503","020100"
"01/01/2017","106963","1","MATH","COMP SCI","2008","A","NTRCE","Y","Y","Y","COMPSCI","UGRD","Y","2","002224","0503","020100"
"01/01/2017","106965","1","BUS","MANAGEMT","7500B","A","NTRCE","Y","Y","Y","BUSSCH","PGCW","N","3","","0904","080300"
"01/01/2017","106966","1","BUS","MANAGEMT","7500C","A","NTRCE","Y","Y","Y","BUSSCH","PGCW","N","3","","0904","080300"
"01/01/2017","106970","1","ECO","ECON","3520","A","NTRCE","Y","Y","Y","ECONOMICSS","UGRD","Y","3","","0901","091901"
"01/01/2017","106971","1","ECO","ECON","7236","A","NTRCE","Y","Y","Y","ECONOMICSS","PGCW","N","3","","0901","091901"
"01/01/2017","106972","1","SCI","VET SC","3515RW","A","ROSE","Y","Y","Y","SCHVETSCI","UGRD","Y","3","","1104","061101"
"01/01/2017","106973","1","SCI","CHEM","3555","A","NTRCE","Y","Y","Y","SCHPHYSCI","UGRD","Y","2","","0405","010599"
"01/01/2017","106974","1","SCI","CHEM","3550","A","NTRCE","Y","Y","Y","SCHPHYSCI","UGRD","Y","2","","0405","010599"
"01/01/2017","106975","1","SCI","CHEM","7555","A","NTRCE","Y","Y","Y","SCHPHYSCI","PGCW","Y","2","","0405","010501"
"01/01/2017","106976","1","SCI","SCIENCE","3100","A","NTRCE","Y","Y","Y","SCIFO","UGRD","Y","2","","0499","019999"
"01/01/2017","106977","1","SCI","BIOCHEM","3520","A","NTRCE","Y","Y","Y","SCHBIOSCI","UGRD","Y","2","","0401","010901"
"01/01/2017","106978","1","SCI","GENETICS","3520","A","NTRCE","Y","Y","Y","SCHBIOSCI","UGRD","Y","2","","0401","010909"
"01/01/2017","106979","1","SCI","MICRO","3520","A","NTRCE","Y","Y","Y","SCHBIOSCI","UGRD","Y","2","","0401","010911"
"01/01/2017","106980","1","ARTS","ITAL","2213","A","NTRCE","Y","Y","Y","LOP","UGRD","Y","","","0105","000009"
"01/01/2017","106981","1","ARTS","ITAL","3213","A","NTRCE","Y","N","Y","LOP","UGRD","N","","","0105","000009"
"01/01/2017","106982","1","ARTS","ITAL","3214","A","NTRCE","Y","Y","Y","LOP","UGRD","N","","","0105","000009"
"01/01/2017","106983","1","ARTS","ITAL","3215","A","FLIND","Y","Y","Y","LOP","UGRD","Y","","","0105","000009"
"01/01/2017","106984","1","ARTS","ITAL","3403","A","NTRCE","Y","Y","Y","LOP","UGRD","Y","","","0105","000009"
"01/01/2017","106987","1","MED","HLTH SC","2101","A","NTRCE","Y","Y","Y","MEDICINE","UGRD","Y","1","","0806","069903"
"01/01/2017","106988","1","MED","ANAT SC","3109","A","NTRCE","Y","Y","Y","MEDSCI","UGRD","Y","3","","0401","019901"
"01/01/2017","106989","1","MATH","COMP SCI","4401","A","NTRCE","Y","Y","Y","COMPSCI","UGRD","Y","2","002428","0503","020119"
"01/01/2017","106990","1","MATH","COMP SCI","7401","A","NTRCE","Y","Y","Y","COMPSCI","PGCW","Y","2","","0503","020119"
"01/01/2017","106991","1","MATH","COMP SCI","4402","A","NTRCE","Y","Y","Y","COMPSCI","UGRD","Y","2","002428","0503","020115"
"01/01/2017","106992","1","MATH","COMP SCI","7402","A","NTRCE","Y","Y","Y","COMPSCI","PGCW","Y","2","","0503","020115"
"01/01/2017","106993","1","ECO","ECON","7237","A","NTRCE","Y","Y","Y","ECONOMICSS","PGCW","Y","3","","0901","091901"
"01/01/2017","107001","1","EDUC","EDUC","7060","A","NTRCE","Y","Y","Y","EDUCS","PGCW","N","5A","","0302","070105"
"01/01/2017","107001","2","EDUC","EDUC","7060EXT","A","NTRCE","Y","Y","Y","EDUCS","PGCW","N","5A","","0302","070105"
"01/01/2017","107004","1","MED","PHYSIOL","3120","A","NTRCE","Y","Y","Y","MEDSCI","UGRD","Y","1","","0401","069903"
"01/01/2017","107005","1","BUS","MANAGEMT","7239","A","NTRCE","Y","Y","Y","BUSSCH","PGCW","N","3","","0904","080300"
"01/01/2017","107005","2","BUS","MANAGEMT","7239NA","A","NGA","Y","Y","Y","BUSSCH","PGCW","N","3","","0904","080300"
"01/01/2017","107006","1","BUS","MANAGEMT","7240","A","NTRCE","Y","Y","Y","BUSSCH","PGCW","N","3","","0904","080300"
"01/01/2017","107006","2","BUS","MANAGEMT","7240NA","A","NGA","Y","Y","Y","BUSSCH","PGCW","N","3","","0904","080300"
"01/01/2017","107007","1","ARTS","GEOG","5011EX","A","EXT","Y","Y","Y","GEOG&ENV","PGCW","N","2","","0202","050999"
"01/01/2017","107008","1","ARTS","GEOG","5012EX","A","EXT","Y","Y","Y","GEOG&ENV","PGCW","N","2","","0202","050999"
"01/01/2017","107009","1","ARTS","GEOG","5014EX","A","EXT","Y","Y","Y","GEOG&ENV","PGCW","N","2","","0202","050999"
"01/01/2017","107010","1","ARCH","DESST","3519","A","NTRCE","Y","Y","Y","ARCH&URBD","UGRD","Y","2","","1001","030905"
"01/01/2017","107011","1","ARTS","GEOG","5013EX","A","EXT","Y","Y","Y","GEOG&ENV","PGCW","Y","2","","0202","050999"
"01/01/2017","107013","1","DENT","DENT","7200","A","NTRCE","Y","Y","Y","DENTAL","PGCW","Y","3","","0807","060701"
"01/01/2017","107014","1","ARTS","CHIN","5006","A","NTRCE","Y","Y","Y","ASIANSTD","PGCW","Y","1","","0105","091515"
"01/01/2017","107015","1","MED","GEN PRAC","7013","A","NTRCE","Y","Y","Y","PUBLICHLTH","PGCW","Y","2","","0806","069999"
"01/01/2017","107016","1","MED","RSCHMED","8202","A","NTRCE","Y","Y","Y","GRADSTUD","PGRS","Y","","","0806","000009"
"01/01/2017","107017","1","MED","RSCHMED","8203","A","NTRCE","Y","Y","Y","GRADSTUD","PGRS","Y","","","0806","000009"
"01/01/2017","107018","1","LAW","EXCHANGE","7009LAW","A","NTRCE","Y","Y","Y","LAWS","PGCW","Y","3","","","090900"
"01/01/2017","107019","1","MED","GEN PRAC","7015","A","NTRCE","Y","Y","Y","GENPRAC","PGCW","N","2","","0806","069999"
"01/01/2017","107020","1","MED","RSCHMED","8204","A","NTRCE","Y","Y","Y","GRADSTUD","PGRS","Y","","","0806","000009"
"01/01/2017","107021","1","GFS","RSCHGFS","8100","A","NTRCE","Y","Y","Y","GRADSTUD","PGRS","Y","","","0904","000009"
"01/01/2017","107022","1","ECIC","RSCHECIC","8100","A","NTRCE","Y","Y","Y","GRADSTUD","PGRS","Y","","","0904","000009"
"01/01/2017","107023","1","ECIC","RSCHECIC","8101","A","NTRCE","Y","Y","Y","GRADSTUD","PGRS","Y","","","0904","000009"
"01/01/2017","107024","1","MED","GEN PRAC","7014","A","NTRCE","Y","Y","Y","PUBLICHLTH","PGCW","Y","2","","0806","069999"
"01/01/2017","107025","1","ENG","RSCHENG","8139","A","NTRCE","Y","Y","Y","GRADSTUD","PGRS","Y","","","0789","000009"
"01/01/2017","107026","1","MED","NURSING","1005","A","NTRCE","Y","Y","Y","MEDSCI","UGRD","Y","5A","","0803","060300"
"01/01/2017","107027","1","MED","NURSING","1004","A","NTRCE","Y","Y","Y","CLINNURSE","UGRD","Y","5A","","0803","060300"
"01/01/2017","107028","1","MED","NURSING","1007","A","NTRCE","Y","Y","Y","CLINNURSE","UGRD","Y","5A","","0803","060300"
"01/01/2017","107029","1","MED","NURSING","1006","A","NTRCE","Y","Y","Y","CLINNURSE","UGRD","Y","5A","","0803","060300"
"01/01/2017","107030","1","MED","NURSING","1008","A","NTRCE","Y","Y","Y","CLINNURSE","UGRD","Y","5A","","0803","060300"
"01/01/2017","107031","1","MED","NURSING","1011","A","NTRCE","Y","Y","Y","CLINNURSE","UGRD","Y","5A","","0803","060300"
"01/01/2017","107032","1","MATH","COMP SCI","2203","A","NTRCE","Y","Y","Y","COMPSCI","UGRD","Y","2","","0503","020103"
"01/01/2017","107033","1","MED","NURSING","1009","A","NTRCE","Y","Y","Y","MEDSCI","UGRD","Y","5A","","0803","060300"
"01/01/2017","107034","1","MED","NURSING","1010OL","A","OL","Y","Y","Y","CLINNURSE","UGRD","Y","5A","","0803","060300"
"01/01/2017","107035","1","MED","NURSING","2005","A","NTRCE","Y","Y","Y","MEDICINE","UGRD","Y","5A","","0803","060300"
"01/01/2017","107036","1","MED","NURSING","2006OL","A","OL","Y","Y","Y","CLINNURSE","UGRD","Y","5A","","0803","060300"
"01/01/2017","107037","1","MED","NURSING","2004","A","NTRCE","Y","Y","Y","CLINNURSE","UGRD","Y","5A","","0803","060300"
"01/01/2017","107038","1","MED","NURSING","2007","A","NTRCE","Y","Y","Y","CLINNURSE","UGRD","Y","5A","","0803","060300"
"01/01/2017","107039","1","MED","NURSING","2011","A","NTRCE","Y","Y","Y","CLINNURSE","UGRD","Y","5A","","0803","060300"
"01/01/2017","107040","1","MED","NURSING","2008","A","NTRCE","Y","Y","Y","MEDSCI","UGRD","Y","5A","","0803","060300"
"01/01/2017","107041","1","MED","NURSING","2009OL","A","OL","Y","Y","Y","CLINNURSE","UGRD","Y","5A","","0803","060300"
"01/01/2017","107042","1","MED","NURSING","2010","A","NTRCE","Y","Y","Y","MEDSCI","UGRD","Y","5A","","0803","060300"
"01/01/2017","107043","1","MED","NURSING","3011OL","A","OL","Y","Y","Y","CLINNURSE","UGRD","Y","5A","","0803","060300"
"01/01/2017","107044","1","MED","NURSING","3010","A","NTRCE","Y","Y","Y","CLINNURSE","UGRD","Y","5A","","0803","060300"
"01/01/2017","107045","1","MED","NURSING","3009","A","NTRCE","Y","Y","Y","CLINNURSE","UGRD","Y","5A","","0803","060300"
"01/01/2017","107046","1","MED","NURSING","3008OL","A","OL","Y","Y","Y","CLINNURSE","UGRD","Y","5A","","0803","060300"
"01/01/2017","107047","1","MED","NURSING","3007OL","A","OL","Y","Y","Y","CLINNURSE","UGRD","Y","5A","","0803","060300"
"01/01/2017","107048","1","MED","NURSING","3006","A","NTRCE","Y","Y","Y","CLINNURSE","UGRD","Y","5A","","0803","060300"
"01/01/2017","107049","1","MED","NURSING","3005","A","NTRCE","Y","Y","Y","CLINNURSE","UGRD","Y","5A","","0803","060300"
"01/01/2017","107050","1","MED","NURSING","3004","A","NTRCE","Y","Y","Y","CLINNURSE","UGRD","Y","5A","","0803","060300"
"01/01/2017","107051","1","ARTS","POLIS","1101","A","NTRCE","Y","Y","Y","POLITICS","UGRD","N","1","002239","0206","090101"
"01/01/2017","107052","1","ARTS","POLIS","1102","A","NTRCE","Y","Y","Y","POLITICS","UGRD","Y","1","002240","0206","090101"
"01/01/2017","107053","1","ARTS","POLIS","1103","A","NTRCE","Y","Y","Y","POLITICS","UGRD","N","1","002267","0206","090101"
"01/01/2017","107054","1","ARTS","POLIS","1104","A","NTRCE","Y","Y","Y","POLITICS","UGRD","Y","1","","0206","090101"
"01/01/2017","107056","1","ARTS","POLIS","2096","A","NTRCE","Y","Y","Y","POLITICS","UGRD","Y","1","002270","0206","090101"
"01/01/2017","107059","1","ARTS","POLIS","2099","A","NTRCE","Y","Y","Y","POLITICS","UGRD","N","1","002273","0206","090100"
"01/01/2017","107060","1","ARTS","POLIS","2100","A","NTRCE","Y","Y","Y","POLITICS","UGRD","Y","1","002274","0206","090101"
"01/01/2017","107062","1","ARTS","POLIS","2102","A","NTRCE","Y","Y","Y","POLITICS","UGRD","Y","1","002276","0206","090101"
"01/01/2017","107064","1","ARTS","POLIS","2105","A","NTRCE","Y","Y","Y","POLITICS","UGRD","N","1","002278","0206","090101"
"01/01/2017","107065","1","ARTS","POLIS","2106","A","NTRCE","Y","Y","Y","POLITICS","UGRD","N","1","002279","0206","090101"
"01/01/2017","107066","1","ARTS","POLIS","2107","A","NTRCE","Y","Y","Y","POLITICS","UGRD","Y","1","002280","0206","090101"
"01/01/2017","107067","1","ARTS","POLIS","2109","A","NTRCE","Y","Y","Y","POLITICS","UGRD","N","1","002281","0206","090101"
"01/01/2017","107068","1","SCI","PLANT SC","7260EX","A","EXT","Y","Y","Y","SCHAG&WINE","PGCW","Y","2","","1101","059901"
"01/01/2017","107069","1","ARTS","POLIS","3101","A","NTRCE","Y","Y","Y","POLITICS","UGRD","Y","1","002265","0206","090101"
"01/01/2017","107070","1","ARTS","POLIS","2110","A","NTRCE","N","N","N","POLITICS","UGRD","N","1","002282","0206","090101"
"01/01/2017","107073","1","ARTS","POLIS","2113","A","NTRCE","N","N","N","POLITICS","UGRD","N","1","002285","0206","090101"
"01/01/2017","107074","1","ARTS","GERM","4001","A","NTRCE","Y","Y","Y","GERMANSTUD","UGRD","Y","1","","0105","091503"
"01/01/2017","107075","1","ARTS","POLIS","2115","A","NTRCE","Y","Y","Y","POLITICS","UGRD","Y","1","002286","0206","090101"
"01/01/2017","107078","1","ARTS","POLIS","2118","A","NTRCE","N","N","N","POLITICS","UGRD","N","1","002288","0206","090101"
"01/01/2017","107080","1","ARTS","POLIS","2120","A","NTRCE","N","N","N","POLITICS","UGRD","N","1","002290","0206","090101"
"01/01/2017","107081","1","ARTS","POLIS","2121","A","NTRCE","N","N","N","POLITICS","UGRD","N","1","002291","0206","090100"
"01/01/2017","107082","1","ARTS","POLIS","2122","A","NTRCE","Y","Y","Y","POLITICS","UGRD","Y","1","002292","0206","090100"
"01/01/2017","107084","1","ARTS","POLIS","2124","A","NTRCE","Y","Y","Y","POLITICS","UGRD","Y","1","","0206","090100"
"01/01/2017","107085","1","ARTS","POLIS","2125","A","NTRCE","Y","Y","Y","POLITICS","UGRD","Y","1","002295","0206","090101"
"01/01/2017","107087","1","ARTS","POLIS","2128","A","NTRCE","Y","Y","Y","POLITICS","UGRD","N","1","002296","0206","090101"
"01/01/2017","107089","1","ARTS","GSSA","1003","A","NTRCE","Y","Y","Y","SOCIALINQ","UGRD","N","1","002249","0299","090313"
"01/01/2017","107089","2","ARTS","GSSA","1003EX","A","EXT","Y","Y","Y","SOCIALINQ","UGRD","N","1","002249","0299","090313"
"01/01/2017","107091","1","ARTS","POLIS","2129","A","NTRCE","Y","Y","Y","POLITICS","UGRD","Y","1","002297","0206","090101"
"01/01/2017","107092","1","ARTS","POLIS","2130","A","NTRCE","Y","Y","Y","POLITICS","UGRD","N","1","002298","0206","090101"
"01/01/2017","107093","1","ARTS","POLIS","2131","A","NTRCE","Y","Y","Y","POLITICS","UGRD","Y","1","002299","0206","090100"
"01/01/2017","107094","1","ARTS","POLIS","2133","A","NTRCE","Y","Y","Y","POLITICS","UGRD","N","1","002301","0206","090100"
"01/01/2017","107097","1","ARTS","POLIS","1000TRCR","A","","N","N","N","POLITICS","UGRD","N","1","","0206","000009"
"01/01/2017","107098","1","ARTS","POLIS","2000TRCR","A","","N","N","N","POLITICS","UGRD","N","1","","0206","000009"
"01/01/2017","107099","1","ARTS","POLIS","2002TRCR","A","","N","N","N","POLITICS","UGRD","N","1","","0206","000009"
"01/01/2017","107100","1","ARTS","POLIS","3000TRCR","A","","N","N","N","POLITICS","UGRD","N","1","","0206","000009"
"01/01/2017","107101","1","ARTS","POLIS","5000TRCR","A","","N","N","N","POLITICS","PGCW","N","1","","0206","000009"
"01/01/2017","107101","8","ARTS","PLANNING","5000TRCR","A","","N","N","N","ARCH&URBD","PGCW","N","","","1001","000009"
"01/01/2017","107101","7","ARTS","CHIN","5000TRCR","A","","N","N","N","ASIANSTD","PGCW","N","","","0105","000009"
"01/01/2017","107101","6","ARTS","GSSA","5000TRCR","A","","N","N","N","SOCIALINQ","PGCW","N","1","","0299","000009"
"01/01/2017","107101","5","ARTS","CRWR","5000TRCR","A","","N","N","N","ENGLISH","PGCW","N","","","0101","000009"
"01/01/2017","107101","4","ARTS","GEOG","5000TRCR","A","","N","N","N","GEOG&ENV","PGCW","N","","","0202","000009"
"01/01/2017","107101","2","ARTS","ARTH","5000TRCR","A","NTRCE","N","N","N","ARTHIST","PGCW","N","","","0102","000009"
"01/01/2017","107101","3","ARTS","HIST","5000TRCR","A","","N","N","N","HISTORY","PGCW","N","","","0102","000009"
"01/01/2017","107102","1","ARTS","POLIS","5000","A","NTRCE","N","N","N","POLITICS","PGCW","Y","1","002302","0206","090101"
"01/01/2017","107103","1","ARTS","POLIS","5001","A","NTRCE","N","N","N","POLITICS","PGCW","N","1","002303","0199","090101"
"01/01/2017","107104","1","ARTS","POLIS","5002","A","NTRCE","N","N","N","POLITICS","PGCW","N","1","002304","0199","090101"
"01/01/2017","107105","1","ARTS","POLIS","5003","A","NTRCE","N","N","N","POLITICS","PGCW","N","1","002305","0199","090101"
"01/01/2017","107106","1","ARTS","POLIS","5004","A","NTRCE","N","N","N","POLITICS","PGCW","N","1","002306","0199","090101"
"01/01/2017","107107","1","ARTS","POLIS","5005","A","NTRCE","N","N","N","POLITICS","PGCW","Y","1","002307","0199","090101"
"01/01/2017","107108","1","ARTS","POLIS","5006","A","NTRCE","N","N","N","POLITICS","PGCW","N","1","002308","0206","090101"
"01/01/2017","107109","1","ARTS","POLIS","5007EX","A","EXT","N","N","N","POLITICS","PGCW","N","1","","0199","090101"
"01/01/2017","107110","1","ARTS","POLIS","5008","A","NTRCE","N","N","N","POLITICS","PGCW","N","1","002309","0199","090101"
"01/01/2017","107111","1","ARTS","POLIS","5009","A","NTRCE","N","N","N","POLITICS","PGCW","N","1","002310","0199","090101"
"01/01/2017","107113","1","ARTS","POLIS","5011","A","NTRCE","N","N","N","POLITICS","PGCW","N","1","002312","0199","090101"
"01/01/2017","107113","2","ARTS","POLIS","5011EX","A","EXT","N","N","N","POLITICS","PGCW","N","1","002312","0199","090101"
"01/01/2017","107114","1","ARTS","POLIS","5012","A","NTRCE","N","N","N","POLITICS","PGCW","N","1","002313","0199","090101"
"01/01/2017","107116","1","ARTS","POLIS","5014","A","NTRCE","N","N","N","POLITICS","PGCW","N","1","002314","0199","090101"
"01/01/2017","107118","1","ARTS","POLIS","5500","A","NTRCE","N","N","N","POLITICS","PGCW","N","1","","0199","090101"
"01/01/2017","107119","1","ARTS","GSSA","1004","A","NTRCE","Y","Y","Y","SOCIALINQ","UGRD","N","1","002250","0299","090313"
"01/01/2017","107119","2","ARTS","GSSA","1004EX","A","EXT","Y","Y","Y","SOCIALINQ","UGRD","N","1","002250","0299","090313"
"01/01/2017","107120","1","ARTS","POLIS","5501A","A","NTRCE","N","N","N","POLITICS","PGCW","N","1","","0199","090101"
"01/01/2017","107121","1","ARTS","POLIS","5501B","A","NTRCE","N","N","N","POLITICS","PGCW","N","1","","0199","090101"
"01/01/2017","107122","1","ARTS","POLIS","5017","A","NTRCE","N","N","N","POLITICS","PGCW","N","1","002315","0206","090100"
"01/01/2017","107125","1","ARTS","POLIS","5018","A","NTRCE","N","N","N","POLITICS","PGCW","N","1","002316","0206","090101"
"01/01/2017","107126","1","ARTS","POLIS","5019","A","NTRCE","N","N","N","POLITICS","PGCW","N","1","002317","0206","090101"
"01/01/2017","107127","1","ARTS","POLIS","5020","A","NTRCE","N","N","N","POLITICS","PGCW","N","1","002318","0206","090101"
"01/01/2017","107131","1","ARTS","POLIS","5024","A","NTRCE","N","N","N","POLITICS","PGCW","N","1","002319","0206","090101"
"01/01/2017","107132","1","ARTS","POLIS","5025","A","NTRCE","N","N","N","POLITICS","PGCW","N","1","002230","0206","090101"
"01/01/2017","107133","1","ARTS","POLIS","5026","A","NTRCE","N","N","N","POLITICS","PGCW","N","1","002311","0206","090100"
